Term	GO
GOMF_COMPLEMENT_BINDING	GO:0001848
GOMF_COMPLEMENT_COMPONENT_C1Q_COMPLEX_BINDING	GO:0001849
GOMF_COMPLEMENT_COMPONENT_C3B_BINDING	GO:0001851
GOMF_LIPOPOLYSACCHARIDE_IMMUNE_RECEPTOR_ACTIVITY	GO:0001875
GOMF_NUCLEOSIDE_BINDING	GO:0001882
GOMF_G_PROTEIN_ALPHA_SUBUNIT_BINDING	GO:0001965
GOMF_FIBRONECTIN_BINDING	GO:0001968
GOMF_RETINOIC_ACID_BINDING	GO:0001972
GOMF_PROTEASE_BINDING	GO:0002020
GOMF_P53_BINDING	GO:0002039
GOMF_OPSIN_BINDING	GO:0002046
GOMF_NUCLEOBASE_BINDING	GO:0002054
GOMF_G_QUADRUPLEX_RNA_BINDING	GO:0002151
GOMF_AMINOACYL_TRNA_EDITING_ACTIVITY	GO:0002161
GOMF_DYSTROGLYCAN_BINDING	GO:0002162
GOMF_DNA_HELICASE_ACTIVITY	GO:0003678
GOMF_MINOR_GROOVE_OF_ADENINE_THYMINE_RICH_DNA_BINDING	GO:0003680
GOMF_CHROMATIN_BINDING	GO:0003682
GOMF_DAMAGED_DNA_BINDING	GO:0003684
GOMF_DNA_REPLICATION_ORIGIN_BINDING	GO:0003688
GOMF_DNA_CLAMP_LOADER_ACTIVITY	GO:0003689
GOMF_DOUBLE_STRANDED_TELOMERIC_DNA_BINDING	GO:0003691
GOMF_SINGLE_STRANDED_DNA_BINDING	GO:0003697
GOMF_NUCLEAR_STEROID_RECEPTOR_ACTIVITY	GO:0003707
GOMF_TRANSCRIPTION_ELONGATION_FACTOR_ACTIVITY	GO:0003711
GOMF_TRANSCRIPTION_COREGULATOR_ACTIVITY	GO:0003712
GOMF_TRANSCRIPTION_COACTIVATOR_ACTIVITY	GO:0003713
GOMF_TRANSCRIPTION_COREPRESSOR_ACTIVITY	GO:0003714
GOMF_RNA_BINDING	GO:0003723
GOMF_DOUBLE_STRANDED_RNA_BINDING	GO:0003725
GOMF_DOUBLE_STRANDED_RNA_ADENOSINE_DEAMINASE_ACTIVITY	GO:0003726
GOMF_SINGLE_STRANDED_RNA_BINDING	GO:0003727
GOMF_MRNA_BINDING	GO:0003729
GOMF_MRNA_3_UTR_BINDING	GO:0003730
GOMF_STRUCTURAL_CONSTITUENT_OF_RIBOSOME	GO:0003735
GOMF_TRANSLATION_INITIATION_FACTOR_ACTIVITY	GO:0003743
GOMF_TRANSLATION_ELONGATION_FACTOR_ACTIVITY	GO:0003746
GOMF_PROTEIN_DISULFIDE_ISOMERASE_ACTIVITY	GO:0003756
GOMF_CYTOSKELETAL_MOTOR_ACTIVITY	GO:0003774
GOMF_MICROTUBULE_MOTOR_ACTIVITY	GO:0003777
GOMF_ACTIN_BINDING	GO:0003779
GOMF_ACTIN_MONOMER_BINDING	GO:0003785
GOMF_LYSOZYME_ACTIVITY	GO:0003796
GOMF_PROTEIN_GLUTAMINE_GAMMA_GLUTAMYLTRANSFERASE_ACTIVITY	GO:0003810
GOMF_ANTIGEN_BINDING	GO:0003823
GOMF_ALPHA_N_ACETYLNEURAMINATE_ALPHA_2_8_SIALYLTRANSFERASE_ACTIVITY	GO:0003828
GOMF_BETA_N_ACETYLGLUCOSAMINYLGLYCOPEPTIDE_BETA_1_4_GALACTOSYLTRANSFERASE_ACTIVITY	GO:0003831
GOMF_BETA_GALACTOSIDE_CMP_ALPHA_2_3_SIALYLTRANSFERASE_ACTIVITY	GO:0003836
GOMF_1_ACYLGLYCEROL_3_PHOSPHATE_O_ACYLTRANSFERASE_ACTIVITY	GO:0003841
GOMF_2_ACYLGLYCEROL_O_ACYLTRANSFERASE_ACTIVITY	GO:0003846
GOMF_1_ALKYL_2_ACETYLGLYCEROPHOSPHOCHOLINE_ESTERASE_ACTIVITY	GO:0003847
GOMF_3_BETA_HYDROXY_DELTA5_STEROID_DEHYDROGENASE_ACTIVITY	GO:0003854
GOMF_3_HYDROXYACYL_COA_DEHYDROGENASE_ACTIVITY	GO:0003857
GOMF_DNA_DIRECTED_DNA_POLYMERASE_ACTIVITY	GO:0003887
GOMF_DNA_APURINIC_OR_APYRIMIDINIC_SITE_ENDONUCLEASE_ACTIVITY	GO:0003906
GOMF_DNA_TOPOISOMERASE_ACTIVITY	GO:0003916
GOMF_GTPASE_ACTIVITY	GO:0003924
GOMF_G_PROTEIN_ACTIVITY	GO:0003925
GOMF_N_ACETYLLACTOSAMINE_SYNTHASE_ACTIVITY	GO:0003945
GOMF_NADPLUS_ADP_RIBOSYLTRANSFERASE_ACTIVITY	GO:0003950
GOMF_NADPLUS_NUCLEOSIDASE_ACTIVITY	GO:0003953
GOMF_NADH_DEHYDROGENASE_ACTIVITY	GO:0003954
GOMF_NAD_P_H_DEHYDROGENASE_QUINONE_ACTIVITY	GO:0003955
GOMF_NADPH_HEMOPROTEIN_REDUCTASE_ACTIVITY	GO:0003958
GOMF_RNA_DIRECTED_DNA_POLYMERASE_ACTIVITY	GO:0003964
GOMF_ACETYL_COA_C_ACYLTRANSFERASE_ACTIVITY	GO:0003988
GOMF_ACID_PHOSPHATASE_ACTIVITY	GO:0003993
GOMF_ACYL_COA_OXIDASE_ACTIVITY	GO:0003997
GOMF_ADENOSINE_DEAMINASE_ACTIVITY	GO:0004000
GOMF_ADENYLATE_CYCLASE_ACTIVITY	GO:0004016
GOMF_ADENYLATE_KINASE_ACTIVITY	GO:0004017
GOMF_ALCOHOL_DEHYDROGENASE_NADPLUS_ACTIVITY	GO:0004022
GOMF_ALCOHOL_DEHYDROGENASE_ACTIVITY_ZINC_DEPENDENT	GO:0004024
GOMF_ALCOHOL_SULFOTRANSFERASE_ACTIVITY	GO:0004027
GOMF_3_CHLOROALLYL_ALDEHYDE_DEHYDROGENASE_ACTIVITY	GO:0004028
GOMF_ALDEHYDE_DEHYDROGENASE_NAD_P_PLUS_ACTIVITY	GO:0004030
GOMF_ALDITOL_NADPPLUS_1_OXIDOREDUCTASE_ACTIVITY	GO:0004032
GOMF_ALDO_KETO_REDUCTASE_NADP_ACTIVITY	GO:0004033
GOMF_AMINOACYL_TRNA_HYDROLASE_ACTIVITY	GO:0004045
GOMF_AMINOACYLASE_ACTIVITY	GO:0004046
GOMF_ARYL_SULFOTRANSFERASE_ACTIVITY	GO:0004062
GOMF_ARYLESTERASE_ACTIVITY	GO:0004064
GOMF_ARYLSULFATASE_ACTIVITY	GO:0004065
GOMF_CARBONATE_DEHYDRATASE_ACTIVITY	GO:0004089
GOMF_CARBONYL_REDUCTASE_NADPH_ACTIVITY	GO:0004090
GOMF_CREATINE_KINASE_ACTIVITY	GO:0004111
GOMF_CYCLIC_NUCLEOTIDE_PHOSPHODIESTERASE_ACTIVITY	GO:0004112
GOMF_3_5_CYCLIC_AMP_PHOSPHODIESTERASE_ACTIVITY	GO:0004115
GOMF_CYTIDINE_DEAMINASE_ACTIVITY	GO:0004126
GOMF_CYTOCHROME_B5_REDUCTASE_ACTIVITY_ACTING_ON_NAD_P_H	GO:0004128
GOMF_ATP_DEPENDENT_DIACYLGLYCEROL_KINASE_ACTIVITY	GO:0004143
GOMF_DIACYLGLYCEROL_O_ACYLTRANSFERASE_ACTIVITY	GO:0004144
GOMF_DIHYDROPYRIMIDINASE_ACTIVITY	GO:0004157
GOMF_DELTA_3_DELTA_2_ENOYL_COA_ISOMERASE_ACTIVITY	GO:0004165
GOMF_DOLICHYL_PHOSPHATE_MANNOSE_PROTEIN_MANNOSYLTRANSFERASE_ACTIVITY	GO:0004169
GOMF_ENDOPEPTIDASE_ACTIVITY	GO:0004175
GOMF_ATP_DEPENDENT_PEPTIDASE_ACTIVITY	GO:0004176
GOMF_AMINOPEPTIDASE_ACTIVITY	GO:0004177
GOMF_CARBOXYPEPTIDASE_ACTIVITY	GO:0004180
GOMF_METALLOCARBOXYPEPTIDASE_ACTIVITY	GO:0004181
GOMF_CYSTEINE_TYPE_ENDOPEPTIDASE_ACTIVITY	GO:0004197
GOMF_CALCIUM_DEPENDENT_CYSTEINE_TYPE_ENDOPEPTIDASE_ACTIVITY	GO:0004198
GOMF_METALLOENDOPEPTIDASE_ACTIVITY	GO:0004222
GOMF_INITIATOR_METHIONYL_AMINOPEPTIDASE_ACTIVITY	GO:0004239
GOMF_THREONINE_TYPE_ENDOPEPTIDASE_ACTIVITY	GO:0004298
GOMF_ENOYL_COA_HYDRATASE_ACTIVITY	GO:0004300
GOMF_EPOXIDE_HYDROLASE_ACTIVITY	GO:0004301
GOMF_ESTRADIOL_17_BETA_DEHYDROGENASE_NAD_P_ACTIVITY	GO:0004303
GOMF_FATTY_ACYL_COA_SYNTHASE_ACTIVITY	GO:0004321
GOMF_FRUCTOSE_2_6_BISPHOSPHATE_2_PHOSPHATASE_ACTIVITY	GO:0004331
GOMF_FRUCTOSE_BISPHOSPHATE_ALDOLASE_ACTIVITY	GO:0004332
GOMF_GLUTATHIONE_TRANSFERASE_ACTIVITY	GO:0004364
GOMF_GLYCEROL_3_PHOSPHATE_O_ACYLTRANSFERASE_ACTIVITY	GO:0004366
GOMF_GDP_PHOSPHATASE_ACTIVITY	GO:0004382
GOMF_GUANYLATE_CYCLASE_ACTIVITY	GO:0004383
GOMF_HELICASE_ACTIVITY	GO:0004386
GOMF_HEXOKINASE_ACTIVITY	GO:0004396
GOMF_HYALURONONGLUCOSAMINIDASE_ACTIVITY	GO:0004415
GOMF_INOSITOL_POLYPHOSPHATE_5_PHOSPHATASE_ACTIVITY	GO:0004445
GOMF_ISOCITRATE_DEHYDROGENASE_NAD_P_PLUS_ACTIVITY	GO:0004448
GOMF_LACTATE_DEHYDROGENASE_ACTIVITY	GO:0004457
GOMF_LEUKOTRIENE_C4_SYNTHASE_ACTIVITY	GO:0004464
GOMF_LONG_CHAIN_FATTY_ACID_COA_LIGASE_ACTIVITY	GO:0004467
GOMF_LYSINE_N_ACETYLTRANSFERASE_ACTIVITY_ACTING_ON_ACETYL_PHOSPHATE_AS_DONOR	GO:0004468
GOMF_MONOOXYGENASE_ACTIVITY	GO:0004497
GOMF_N_N_DIMETHYLANILINE_MONOOXYGENASE_ACTIVITY	GO:0004499
GOMF_NUCLEASE_ACTIVITY	GO:0004518
GOMF_ENDONUCLEASE_ACTIVITY	GO:0004519
GOMF_DNA_ENDONUCLEASE_ACTIVITY	GO:0004520
GOMF_RNA_ENDONUCLEASE_ACTIVITY	GO:0004521
GOMF_RIBONUCLEASE_P_ACTIVITY	GO:0004526
GOMF_EXONUCLEASE_ACTIVITY	GO:0004527
GOMF_DNA_EXONUCLEASE_ACTIVITY	GO:0004529
GOMF_DEOXYRIBONUCLEASE_I_ACTIVITY	GO:0004530
GOMF_RNA_EXONUCLEASE_ACTIVITY	GO:0004532
GOMF_POLY_A_SPECIFIC_RIBONUCLEASE_ACTIVITY	GO:0004535
GOMF_DNA_NUCLEASE_ACTIVITY	GO:0004536
GOMF_RNA_NUCLEASE_ACTIVITY	GO:0004540
GOMF_TRNA_SPECIFIC_RIBONUCLEASE_ACTIVITY	GO:0004549
GOMF_NUCLEOSIDE_DIPHOSPHATE_KINASE_ACTIVITY	GO:0004550
GOMF_DINUCLEOTIDE_PHOSPHATASE_ACTIVITY	GO:0004551
GOMF_HYDROLASE_ACTIVITY_HYDROLYZING_O_GLYCOSYL_COMPOUNDS	GO:0004553
GOMF_ALPHA_1_4_GLUCOSIDASE_ACTIVITY	GO:0004558
GOMF_BETA_N_ACETYLHEXOSAMINIDASE_ACTIVITY	GO:0004563
GOMF_BETA_GALACTOSIDASE_ACTIVITY	GO:0004565
GOMF_CHITINASE_ACTIVITY	GO:0004568
GOMF_MANNOSYL_OLIGOSACCHARIDE_1_2_ALPHA_MANNOSIDASE_ACTIVITY	GO:0004571
GOMF_PEPTIDE_ALPHA_N_ACETYLTRANSFERASE_ACTIVITY	GO:0004596
GOMF_GLUTATHIONE_PEROXIDASE_ACTIVITY	GO:0004602
GOMF_PHOSPHOLIPASE_ACTIVITY	GO:0004620
GOMF_LYSOPHOSPHOLIPASE_ACTIVITY	GO:0004622
GOMF_PHOSPHOLIPASE_A2_ACTIVITY	GO:0004623
GOMF_PHOSPHOLIPASE_C_ACTIVITY	GO:0004629
GOMF_PHOSPHOLIPASE_D_ACTIVITY	GO:0004630
GOMF_PHOSPHOPYRUVATE_HYDRATASE_ACTIVITY	GO:0004634
GOMF_POLYPEPTIDE_N_ACETYLGALACTOSAMINYLTRANSFERASE_ACTIVITY	GO:0004653
GOMF_PROCOLLAGEN_PROLINE_4_DIOXYGENASE_ACTIVITY	GO:0004656
GOMF_PRENYLTRANSFERASE_ACTIVITY	GO:0004659
GOMF_PROTEIN_ARGININE_DEIMINASE_ACTIVITY	GO:0004668
GOMF_PROTEIN_KINASE_ACTIVITY	GO:0004672
GOMF_PROTEIN_SERINE_THREONINE_KINASE_ACTIVITY	GO:0004674
GOMF_TRANSMEMBRANE_RECEPTOR_PROTEIN_SERINE_THREONINE_KINASE_ACTIVITY	GO:0004675
GOMF_AMP_ACTIVATED_PROTEIN_KINASE_ACTIVITY	GO:0004679
GOMF_CALMODULIN_DEPENDENT_PROTEIN_KINASE_ACTIVITY	GO:0004683
GOMF_CYCLIC_NUCLEOTIDE_DEPENDENT_PROTEIN_KINASE_ACTIVITY	GO:0004690
GOMF_EUKARYOTIC_TRANSLATION_INITIATION_FACTOR_2ALPHA_KINASE_ACTIVITY	GO:0004694
GOMF_PROTEIN_KINASE_C_ACTIVITY	GO:0004697
GOMF_G_PROTEIN_COUPLED_RECEPTOR_KINASE_ACTIVITY	GO:0004703
GOMF_JUN_KINASE_KINASE_KINASE_ACTIVITY	GO:0004706
GOMF_MAP_KINASE_ACTIVITY	GO:0004707
GOMF_MAP_KINASE_KINASE_ACTIVITY	GO:0004708
GOMF_MAP_KINASE_KINASE_KINASE_ACTIVITY	GO:0004709
GOMF_RIBOSOMAL_PROTEIN_S6_KINASE_ACTIVITY	GO:0004711
GOMF_PROTEIN_SERINE_THREONINE_TYROSINE_KINASE_ACTIVITY	GO:0004712
GOMF_PROTEIN_TYROSINE_KINASE_ACTIVITY	GO:0004713
GOMF_TRANSMEMBRANE_RECEPTOR_PROTEIN_TYROSINE_KINASE_ACTIVITY	GO:0004714
GOMF_NON_MEMBRANE_SPANNING_PROTEIN_TYROSINE_KINASE_ACTIVITY	GO:0004715
GOMF_PROTEIN_LYSINE_6_OXIDASE_ACTIVITY	GO:0004720
GOMF_PHOSPHOPROTEIN_PHOSPHATASE_ACTIVITY	GO:0004721
GOMF_PROTEIN_SERINE_THREONINE_PHOSPHATASE_ACTIVITY	GO:0004722
GOMF_CALCIUM_DEPENDENT_PROTEIN_SERINE_THREONINE_PHOSPHATASE_ACTIVITY	GO:0004723
GOMF_PROTEIN_TYROSINE_PHOSPHATASE_ACTIVITY	GO:0004725
GOMF_NON_MEMBRANE_SPANNING_PROTEIN_TYROSINE_PHOSPHATASE_ACTIVITY	GO:0004726
GOMF_PYRUVATE_DEHYDROGENASE_ACTIVITY	GO:0004738
GOMF_PYRUVATE_DEHYDROGENASE_ACETYL_TRANSFERRING_KINASE_ACTIVITY	GO:0004740
GOMF_PYRUVATE_DEHYDROGENASE_LIPOAMIDE_PHOSPHATASE_ACTIVITY	GO:0004741
GOMF_NAD_RETINOL_DEHYDROGENASE_ACTIVITY	GO:0004745
GOMF_SPHINGOMYELIN_PHOSPHODIESTERASE_ACTIVITY	GO:0004767
GOMF_STEROID_DELTA_ISOMERASE_ACTIVITY	GO:0004769
GOMF_STEROL_ESTERASE_ACTIVITY	GO:0004771
GOMF_SUPEROXIDE_DISMUTASE_ACTIVITY	GO:0004784
GOMF_THIOREDOXIN_DISULFIDE_REDUCTASE_NADP_ACTIVITY	GO:0004791
GOMF_THIOSULFATE_SULFURTRANSFERASE_ACTIVITY	GO:0004792
GOMF_TRIGLYCERIDE_LIPASE_ACTIVITY	GO:0004806
GOMF_UBIQUITIN_ACTIVATING_ENZYME_ACTIVITY	GO:0004839
GOMF_ENZYME_INHIBITOR_ACTIVITY	GO:0004857
GOMF_PHOSPHOLIPASE_INHIBITOR_ACTIVITY	GO:0004859
GOMF_CYCLIN_DEPENDENT_PROTEIN_SERINE_THREONINE_KINASE_INHIBITOR_ACTIVITY	GO:0004861
GOMF_PROTEIN_SERINE_THREONINE_PHOSPHATASE_INHIBITOR_ACTIVITY	GO:0004865
GOMF_SERINE_TYPE_ENDOPEPTIDASE_INHIBITOR_ACTIVITY	GO:0004867
GOMF_CYSTEINE_TYPE_ENDOPEPTIDASE_INHIBITOR_ACTIVITY	GO:0004869
GOMF_COMPLEMENT_RECEPTOR_ACTIVITY	GO:0004875
GOMF_NUCLEAR_RECEPTOR_ACTIVITY	GO:0004879
GOMF_CYTOKINE_RECEPTOR_ACTIVITY	GO:0004896
GOMF_INTERLEUKIN_1_RECEPTOR_ACTIVITY	GO:0004908
GOMF_G_PROTEIN_COUPLED_RECEPTOR_ACTIVITY	GO:0004930
GOMF_EXTRACELLULARLY_ATP_GATED_MONOATOMIC_CATION_CHANNEL_ACTIVITY	GO:0004931
GOMF_ADRENERGIC_RECEPTOR_ACTIVITY	GO:0004935
GOMF_ALPHA_ADRENERGIC_RECEPTOR_ACTIVITY	GO:0004936
GOMF_DOPAMINE_NEUROTRANSMITTER_RECEPTOR_ACTIVITY	GO:0004952
GOMF_ICOSANOID_RECEPTOR_ACTIVITY	GO:0004953
GOMF_PROSTANOID_RECEPTOR_ACTIVITY	GO:0004954
GOMF_PROSTAGLANDIN_E_RECEPTOR_ACTIVITY	GO:0004957
GOMF_IONOTROPIC_GLUTAMATE_RECEPTOR_ACTIVITY	GO:0004970
GOMF_NMDA_GLUTAMATE_RECEPTOR_ACTIVITY	GO:0004972
GOMF_MELANOCORTIN_RECEPTOR_ACTIVITY	GO:0004977
GOMF_N_FORMYL_PEPTIDE_RECEPTOR_ACTIVITY	GO:0004982
GOMF_NEUROPEPTIDE_Y_RECEPTOR_ACTIVITY	GO:0004983
GOMF_OLFACTORY_RECEPTOR_ACTIVITY	GO:0004984
GOMF_SOMATOSTATIN_RECEPTOR_ACTIVITY	GO:0004994
GOMF_VASOPRESSIN_RECEPTOR_ACTIVITY	GO:0005000
GOMF_EPHRIN_RECEPTOR_ACTIVITY	GO:0005003
GOMF_GPI_LINKED_EPHRIN_RECEPTOR_ACTIVITY	GO:0005004
GOMF_TRANSMEMBRANE_EPHRIN_RECEPTOR_ACTIVITY	GO:0005005
GOMF_FIBROBLAST_GROWTH_FACTOR_RECEPTOR_ACTIVITY	GO:0005007
GOMF_VASCULAR_ENDOTHELIAL_GROWTH_FACTOR_RECEPTOR_ACTIVITY	GO:0005021
GOMF_TRANSFORMING_GROWTH_FACTOR_BETA_RECEPTOR_ACTIVITY	GO:0005024
GOMF_TRANSFORMING_GROWTH_FACTOR_BETA_RECEPTOR_ACTIVITY_TYPE_I	GO:0005025
GOMF_NEUROTROPHIN_RECEPTOR_ACTIVITY	GO:0005030
GOMF_TUMOR_NECROSIS_FACTOR_RECEPTOR_ACTIVITY	GO:0005031
GOMF_OSMOSENSOR_ACTIVITY	GO:0005034
GOMF_DEATH_RECEPTOR_ACTIVITY	GO:0005035
GOMF_LOW_DENSITY_LIPOPROTEIN_PARTICLE_RECEPTOR_ACTIVITY	GO:0005041
GOMF_NETRIN_RECEPTOR_ACTIVITY	GO:0005042
GOMF_SCAVENGER_RECEPTOR_ACTIVITY	GO:0005044
GOMF_SIGNAL_RECOGNITION_PARTICLE_BINDING	GO:0005047
GOMF_SIGNAL_SEQUENCE_BINDING	GO:0005048
GOMF_NUCLEAR_EXPORT_SIGNAL_RECEPTOR_ACTIVITY	GO:0005049
GOMF_TRANSMEMBRANE_RECEPTOR_PROTEIN_TYROSINE_KINASE_ADAPTOR_ACTIVITY	GO:0005068
GOMF_MAP_KINASE_SCAFFOLD_ACTIVITY	GO:0005078
GOMF_PROTEIN_KINASE_C_BINDING	GO:0005080
GOMF_GUANYL_NUCLEOTIDE_EXCHANGE_FACTOR_ACTIVITY	GO:0005085
GOMF_GDP_DISSOCIATION_INHIBITOR_ACTIVITY	GO:0005092
GOMF_GTPASE_INHIBITOR_ACTIVITY	GO:0005095
GOMF_GTPASE_ACTIVATOR_ACTIVITY	GO:0005096
GOMF_SIGNALING_RECEPTOR_BINDING	GO:0005102
GOMF_FIBROBLAST_GROWTH_FACTOR_RECEPTOR_BINDING	GO:0005104
GOMF_TYPE_1_FIBROBLAST_GROWTH_FACTOR_RECEPTOR_BINDING	GO:0005105
GOMF_FRIZZLED_BINDING	GO:0005109
GOMF_TYPE_2_FIBROBLAST_GROWTH_FACTOR_RECEPTOR_BINDING	GO:0005111
GOMF_NOTCH_BINDING	GO:0005112
GOMF_PATCHED_BINDING	GO:0005113
GOMF_TYPE_II_TRANSFORMING_GROWTH_FACTOR_BETA_RECEPTOR_BINDING	GO:0005114
GOMF_DEATH_RECEPTOR_BINDING	GO:0005123
GOMF_SCAVENGER_RECEPTOR_BINDING	GO:0005124
GOMF_CYTOKINE_ACTIVITY	GO:0005125
GOMF_CYTOKINE_RECEPTOR_BINDING	GO:0005126
GOMF_CILIARY_NEUROTROPHIC_FACTOR_RECEPTOR_BINDING	GO:0005127
GOMF_GROWTH_HORMONE_RECEPTOR_BINDING	GO:0005131
GOMF_TYPE_I_INTERFERON_RECEPTOR_BINDING	GO:0005132
GOMF_INTERLEUKIN_2_RECEPTOR_BINDING	GO:0005134
GOMF_INTERLEUKIN_6_RECEPTOR_BINDING	GO:0005138
GOMF_PROLACTIN_RECEPTOR_BINDING	GO:0005148
GOMF_INTERLEUKIN_1_RECEPTOR_BINDING	GO:0005149
GOMF_EPIDERMAL_GROWTH_FACTOR_RECEPTOR_BINDING	GO:0005154
GOMF_INSULIN_RECEPTOR_BINDING	GO:0005158
