Gene stable ID	UniProtKB/Swiss-Prot ID	Gene name
ENSMUSG00000101928		Gm20824
ENSMUSG00000101053		Gm20815
ENSMUSG00000095032		Gm21310
ENSMUSG00000095242		Gm20834
ENSMUSG00000094838		Gm20828
ENSMUSG00000095172		Gm20822
ENSMUSG00000094294		Gm20909
ENSMUSG00000093848		Gm20865
ENSMUSG00000053211	P10925	Zfy1
ENSMUSG00000069053	P31254	Uba1y
ENSMUSG00000056673		Kdm5d
ENSMUSG00000056673	Q62240	Kdm5d
ENSMUSG00000069049	Q9Z0N2	Eif2s3y
ENSMUSG00000068457		Uty
ENSMUSG00000069045	Q62095	Ddx3y
ENSMUSG00000069045		Ddx3y
ENSMUSG00000069044		Usp9y
ENSMUSG00000000103	P20662	Zfy2
ENSMUSG00000094881		H2al2c
ENSMUSG00000069036	Q05738	Sry
ENSMUSG00000095573		H2al2b
ENSMUSG00000102053		Gm4064
ENSMUSG00000094658	O35698	Rbmy
ENSMUSG00000095852		Gm10256
ENSMUSG00000091987		Gm10352
ENSMUSG00000095365		Rbm31y
ENSMUSG00000102739		Gm20772
ENSMUSG00000094325		Gm20831
ENSMUSG00000095267		Ssty1
ENSMUSG00000095520		Gm20877
ENSMUSG00000104267		Gm20807
ENSMUSG00000103468		Gm21440
ENSMUSG00000093903		Gm21454
ENSMUSG00000121543		
ENSMUSG00000121557		
ENSMUSG00000121556		
ENSMUSG00000101155		Sly
ENSMUSG00000096122		Gm21943
ENSMUSG00000101399		Gm28961
ENSMUSG00000094052		Gm21118
ENSMUSG00000099948		Gm29424
ENSMUSG00000100231		Gm29554
ENSMUSG00000095508		Gm20812
ENSMUSG00000095606		Gm21258
ENSMUSG00000094570		Gm20931
ENSMUSG00000095867		Gm20917
ENSMUSG00000094746		Gm20916
ENSMUSG00000095793		Gm20855
ENSMUSG00000096650		Gm20896
ENSMUSG00000099531		Gm20869
ENSMUSG00000094660		Gm21394
ENSMUSG00000099840		Gm21409
ENSMUSG00000100485		Gm20920
ENSMUSG00000101158		Gm20894
ENSMUSG00000101286		Gm21317
ENSMUSG00000101933		Gm20835
ENSMUSG00000099894		Gm20911
ENSMUSG00000096769		Gm21117
ENSMUSG00000094616		Gm20888
ENSMUSG00000094647		Gm21650
ENSMUSG00000094821		Gm21518
ENSMUSG00000095979		Gm21209
ENSMUSG00000096902		Gm20843
ENSMUSG00000102045		Gm21294
ENSMUSG00000095153		Gm21095
ENSMUSG00000099541		Gm21488
ENSMUSG00000100055		Gm20890
ENSMUSG00000100708		Gm21173
ENSMUSG00000100726		Gm21497
ENSMUSG00000100972		Gm28553
ENSMUSG00000095578		Gm21760
ENSMUSG00000095135		Gm21858
ENSMUSG00000100667		1700040F15Rik
ENSMUSG00000101653		Gm20792
ENSMUSG00000093895		Gm21865
ENSMUSG00000103371		Gm35134
ENSMUSG00000104191		Gm30737
ENSMUSG00000100608		Gm21996
ENSMUSG00000101915		Gm28102
ENSMUSG00000094789		Gm28490
ENSMUSG00000100467		Gm29582
ENSMUSG00000100338		Gm28870
ENSMUSG00000094181		Gm21739
ENSMUSG00000094782		Gm21256
ENSMUSG00000095011		Gm20838
ENSMUSG00000095141		Gm28891
ENSMUSG00000096178		Gm20837
ENSMUSG00000096626		Gm21861
ENSMUSG00000099740		Gm28897
ENSMUSG00000099792		Gm29564
ENSMUSG00000099925		Gm28827
ENSMUSG00000101528		Gm29110
ENSMUSG00000103528		Gm31571
ENSMUSG00000102668		Gm29866
ENSMUSG00000094813		Gm20777
ENSMUSG00000101396		Gm28510
ENSMUSG00000095950		Gm20737
ENSMUSG00000101243		Gm28919
ENSMUSG00000079806		Gm21719
ENSMUSG00000100634		Gm28171
ENSMUSG00000096036		Gm21778
ENSMUSG00000096706		Gm21854
ENSMUSG00000096268		Gm20914
ENSMUSG00000094773		Gm21812
ENSMUSG00000096223		Gm21874
ENSMUSG00000094556		Gm20821
ENSMUSG00000094484		Gm21244
ENSMUSG00000091077		Gm21292
ENSMUSG00000094679		Gm21721
ENSMUSG00000096820		Gm21425
ENSMUSG00000095900		Gm20773
ENSMUSG00000095452		Gm20795
ENSMUSG00000095263		Gm21094
ENSMUSG00000094399		Gm21477
ENSMUSG00000047161	Q76EC5	Chst9
ENSMUSG00000047161		Chst9
ENSMUSG00000024304	P15116	Cdh2
ENSMUSG00000024304		Cdh2
ENSMUSG00000048799	Q7TSG1	Cep120
ENSMUSG00000073563	Q8C4X2	Csnk1g3
ENSMUSG00000073563		Csnk1g3
ENSMUSG00000059898	P55850	Dsc3
ENSMUSG00000059898		Dsc3
ENSMUSG00000052713	Q56A10	Zfp608
ENSMUSG00000052713		Zfp608
ENSMUSG00000001700		Gramd2b
ENSMUSG00000001700	Q6PEM6	Gramd2b
ENSMUSG00000024331	P55292	Dsc2
ENSMUSG00000024331		Dsc2
ENSMUSG00000044322	P55849	Dsc1
ENSMUSG00000044322		Dsc1
ENSMUSG00000034774	Q7TSF0	Dsg1c
ENSMUSG00000069441	Q61495	Dsg1a
ENSMUSG00000061928	Q7TSF1	Dsg1b
ENSMUSG00000053644	Q9DBF1	Aldh7a1
ENSMUSG00000053644		Aldh7a1
ENSMUSG00000001804	Q7TMD7	Dsg4
ENSMUSG00000008301		Phax
ENSMUSG00000008301	Q9JJT9	Phax
ENSMUSG00000032900	Q9D9I1	Tex43
ENSMUSG00000032900		Tex43
ENSMUSG00000024590	P14733	Lmnb1
ENSMUSG00000032656	Q8BRX9	Marchf3
ENSMUSG00000032656		Marchf3
ENSMUSG00000056632		Dsg3
ENSMUSG00000024592	Q9CWB7	C330018D20Rik
ENSMUSG00000020607		Lratd1
ENSMUSG00000044393	O55111	Dsg2
ENSMUSG00000044393		Dsg2
ENSMUSG00000061808	P07309	Ttr
ENSMUSG00000020601	Q8K4K3	Trib2
ENSMUSG00000020601		Trib2
ENSMUSG00000056124	Q9WVK5	B4galt6
ENSMUSG00000071235		Vrtn
ENSMUSG00000071235	Q3SYK4	Vrtn
ENSMUSG00000024593	Q6DIB5	Megf10
ENSMUSG00000024593		Megf10
ENSMUSG00000071234	Q3USQ7	Syndig1l
ENSMUSG00000071234		Syndig1l
ENSMUSG00000033382		Trappc8
ENSMUSG00000035142		Nubpl
ENSMUSG00000035142	Q9CWD8	Nubpl
ENSMUSG00000033107	Q9D9R0	Rnf125
ENSMUSG00000021242	Q9Z0J0	Npc2
ENSMUSG00000021241	Q9DCB8	Isca2
ENSMUSG00000021241		Isca2
ENSMUSG00000024317	Q9CQE0	Rnf138
ENSMUSG00000024317		Rnf138
ENSMUSG00000024313		Mep1b
ENSMUSG00000035133	P97393	Arhgap5
ENSMUSG00000035133		Arhgap5
ENSMUSG00000024313	Q61847	Mep1b
ENSMUSG00000042680	Q3UFT3	Garem1
ENSMUSG00000061603		Akap6
ENSMUSG00000021010		Npas3
ENSMUSG00000035105		Egln3
ENSMUSG00000024598	Q61555	Fbn2
ENSMUSG00000033863		Klf9
ENSMUSG00000052075		1700029F12Rik
ENSMUSG00000042514	Q69ZK5	Klhl14
ENSMUSG00000024600	E9Q9W4	Slc27a6
ENSMUSG00000033063		Cntnap3
ENSMUSG00000024601	Q91V64	Isoc1
ENSMUSG00000024601		Isoc1
ENSMUSG00000047094		Ofcc1
ENSMUSG00000025075		Habp2
ENSMUSG00000047094	Q8BGX4	Ofcc1
ENSMUSG00000053441	P59509	Adamts19
ENSMUSG00000002020		Ltbp2
ENSMUSG00000041817	Q5XG69	Fam169a
ENSMUSG00000057762	Q9R1Q7	Gm6169
ENSMUSG00000060739	Q9CR47	Nsa2
ENSMUSG00000060739		Nsa2
ENSMUSG00000017843		Ppp2r5c
ENSMUSG00000024306	Q8CDV0	Ccdc178
ENSMUSG00000024306		Ccdc178
ENSMUSG00000050875		Minar2
ENSMUSG00000050875	Q8C4X7	Minar2
ENSMUSG00000021359		Tfap2a
ENSMUSG00000024943	Q8CG46	Smc5
ENSMUSG00000058152	Q5DTK1	Chsy3
ENSMUSG00000024943		Smc5
ENSMUSG00000073555		Iigp1c
ENSMUSG00000017843	Q60996	Ppp2r5c
ENSMUSG00000068606		Gm4841
ENSMUSG00000090942		F830016B08Rik
ENSMUSG00000021360		Gcnt2
ENSMUSG00000033207		Mamdc2
ENSMUSG00000054072	Q9QZ85	Iigp1
ENSMUSG00000021360	P97402	Gcnt2
ENSMUSG00000038059	Q99PE5	Smim3
ENSMUSG00000033053	Q9CQC3	Cfap95
ENSMUSG00000074925		Ptar1
ENSMUSG00000024603	Q8CBY8	Dctn4
ENSMUSG00000041138		Nme8
ENSMUSG00000024603		Dctn4
ENSMUSG00000024897	B2RUJ5	Apba1
ENSMUSG00000042350		Arel1
ENSMUSG00000071604	Q4FZH1	Entrep1
ENSMUSG00000042350	Q8CHG5	Arel1
ENSMUSG00000041138	Q715T0	Nme8
ENSMUSG00000041923		Nol4
ENSMUSG00000041923	P60954	Nol4
ENSMUSG00000038683	Q9DCE5	Pak1ip1
ENSMUSG00000091039		Krtap20-2
ENSMUSG00000058368		Krtap21-1
ENSMUSG00000062433		Krtap6-2
ENSMUSG00000047462		Gpr141b
ENSMUSG00000065968		Ifitm7
ENSMUSG00000063905		Zfp1000
ENSMUSG00000059632	O08633	Krtap8-1
ENSMUSG00000056706	Q9D3I6	Krtap7-1
ENSMUSG00000091212		Krtap11-1
ENSMUSG00000021361	Q9CQN6	Tmem14c
ENSMUSG00000024604	Q8BHS3	Rbm22
ENSMUSG00000024812		Tjp2
ENSMUSG00000018707	Q9JHU4	Dync1h1
ENSMUSG00000024812	Q9Z0U1	Tjp2
ENSMUSG00000018707		Dync1h1
ENSMUSG00000053101	Q7TQP0	Gpr141
ENSMUSG00000044117	Q8R1Y2	Bmerb1
ENSMUSG00000053101		Gpr141
ENSMUSG00000044117		Bmerb1
ENSMUSG00000056508		1700001K19Rik
ENSMUSG00000024302		Dtna
ENSMUSG00000059363	O35943	Fxn
ENSMUSG00000059363		Fxn
ENSMUSG00000022827	Q9D4V7	Rabl3
ENSMUSG00000021243	Q9CTH6	Fcf1
ENSMUSG00000021243		Fcf1
ENSMUSG00000022821	O09173	Hgd
ENSMUSG00000022821		Hgd
ENSMUSG00000041112	Q8BPU7	Elmo1
ENSMUSG00000041112		Elmo1
ENSMUSG00000024867	P70181	Pip5k1b
ENSMUSG00000022820	Q9CQC7	Ndufb4
ENSMUSG00000074922	Q9DB52	Pabir1
ENSMUSG00000048572	Q8C353	Tmem252
ENSMUSG00000021270	P07901	Hsp90aa1
ENSMUSG00000041731	Q8BZF8	Pgm5
ENSMUSG00000021270		Hsp90aa1
ENSMUSG00000058927	P62897	Gm10053
ENSMUSG00000051490	Q60688	Foxd4
ENSMUSG00000060657	Q8BJ34	Marf1
ENSMUSG00000060657		Marf1
ENSMUSG00000021322	O35298	Aoah
ENSMUSG00000024302	Q9D2N4	Dtna
ENSMUSG00000021322		Aoah
ENSMUSG00000022816	Q62356	Fstl1
ENSMUSG00000042869		Or2p2
ENSMUSG00000108763		Btnl12
ENSMUSG00000034158	Q3UGP9	Lrrc58
ENSMUSG00000046961		Gpr156
ENSMUSG00000024277		Mapre2
ENSMUSG00000024277	Q8R001	Mapre2
ENSMUSG00000022812	Q9WV60	Gsk3b
ENSMUSG00000022812		Gsk3b
ENSMUSG00000024276		Zfp397
ENSMUSG00000063281	P15620	Zfp35
ENSMUSG00000051469	Q91VN1	Zfp24
ENSMUSG00000051469		Zfp24
ENSMUSG00000021363	Q04859	Mak
ENSMUSG00000047989	Q8BHA0	Ino80c
ENSMUSG00000047989		Ino80c
ENSMUSG00000021363		Mak
ENSMUSG00000022678	Q9CZA6	Nde1
ENSMUSG00000022678		Nde1
ENSMUSG00000000420	O08912	Galnt1
ENSMUSG00000000420		Galnt1
ENSMUSG00000024273		2700062C07Rik
ENSMUSG00000020593		Lpin1
ENSMUSG00000024273	Q5XFZ0	2700062C07Rik
ENSMUSG00000049134		Nrap
ENSMUSG00000040446	Q8VDS4	Rprd1a
ENSMUSG00000024619	P18111	Cdx1
ENSMUSG00000037957		Wdr20
ENSMUSG00000021666		Gfm2
ENSMUSG00000049134	Q80XB4	Nrap
ENSMUSG00000020591		Ntsr2
ENSMUSG00000020591	P70310	Ntsr2
ENSMUSG00000002489		Tiam1
ENSMUSG00000024878	Q8VEH6	Zng1
ENSMUSG00000024620	P05622	Pdgfrb
ENSMUSG00000024878		Zng1
ENSMUSG00000024620		Pdgfrb
ENSMUSG00000022982	P08228	Sod1
ENSMUSG00000025076	P97864	Casp7
ENSMUSG00000021244		Ylpm1
ENSMUSG00000025076		Casp7
ENSMUSG00000021666	Q8R2Q4	Gfm2
ENSMUSG00000021244	Q9R0I7	Ylpm1
ENSMUSG00000024621	P09581	Csf1r
ENSMUSG00000056458		Mok
ENSMUSG00000024621		Csf1r
ENSMUSG00000056458	Q9WVS4	Mok
ENSMUSG00000042320	Q8BII1	Prox2
ENSMUSG00000052085	Q8C147	Dock8
ENSMUSG00000022983	Q7TSH6	Scaf4
ENSMUSG00000021271		Zfp839
ENSMUSG00000021665	P20060	Hexb
ENSMUSG00000024622		Hmgxb3
ENSMUSG00000056380	O88495	Gpr50
ENSMUSG00000032702		Kank1
ENSMUSG00000041773	O35709	Enc1
ENSMUSG00000055341		Zfp457
ENSMUSG00000053414	O88866	Hunk
ENSMUSG00000024837	Q9QZ59	Dmrt1
ENSMUSG00000053414		Hunk
ENSMUSG00000042372		Dmrt3
ENSMUSG00000034320	Q62273	Slc26a2
ENSMUSG00000042372	Q80WT2	Dmrt3
ENSMUSG00000034320		Slc26a2
ENSMUSG00000033965	O70324	Slc16a2
ENSMUSG00000057842		Zfp595
ENSMUSG00000048138	Q8BG36	Dmrt2
ENSMUSG00000098781		Gm28044
ENSMUSG00000022978	Q9CZJ6	Mis18a
ENSMUSG00000112449	P14576	Srp54b
ENSMUSG00000073257		Gm10488
ENSMUSG00000112449		Srp54b
ENSMUSG00000039956		Mrap
ENSMUSG00000094103	Q8BR63	Fam177a2
ENSMUSG00000021366		Hivep1
ENSMUSG00000039956	Q9D159	Mrap
ENSMUSG00000073131	Q78T54	Vma21
ENSMUSG00000025078	Q8BZW8	Nhlrc2
ENSMUSG00000073131		Vma21
ENSMUSG00000025078		Nhlrc2
ENSMUSG00000021367	P22387	Edn1
ENSMUSG00000035283	P34971	Adrb1
ENSMUSG00000069307	P10853	H2bc23
ENSMUSG00000069307		H2bc23
ENSMUSG00000094248	C0HKE1	H2ac23
ENSMUSG00000094248	C0HKE2	H2ac23
ENSMUSG00000094248	C0HKE3	H2ac23
ENSMUSG00000094248	C0HKE4	H2ac23
ENSMUSG00000094248	C0HKE5	H2ac23
ENSMUSG00000094248	C0HKE6	H2ac23
ENSMUSG00000094248	C0HKE7	H2ac23
ENSMUSG00000094248	C0HKE8	H2ac23
ENSMUSG00000094248	C0HKE9	H2ac23
ENSMUSG00000069306	P62806	H4c17
ENSMUSG00000073255		Gm14632
ENSMUSG00000021276	Q9D0V8	Cinp
ENSMUSG00000069305	P62806	H4c18
ENSMUSG00000021276		Cinp
ENSMUSG00000094777	C0HKE1	H2ac24
ENSMUSG00000094777	C0HKE2	H2ac24
ENSMUSG00000094777	C0HKE3	H2ac24
ENSMUSG00000094777	C0HKE4	H2ac24
ENSMUSG00000094777	C0HKE5	H2ac24
ENSMUSG00000094777	C0HKE6	H2ac24
ENSMUSG00000094777	C0HKE7	H2ac24
ENSMUSG00000094777	C0HKE8	H2ac24
ENSMUSG00000094777	C0HKE9	H2ac24
ENSMUSG00000035173	Q8C9S4	Ccdc186
ENSMUSG00000069303		H2bc24
ENSMUSG00000035173		Ccdc186
ENSMUSG00000069303	P10853	H2bc24
ENSMUSG00000039929		Urb1
ENSMUSG00000041380	P34968	Htr2c
ENSMUSG00000041380		Htr2c
ENSMUSG00000036061	Q6P5C5	Smug1
ENSMUSG00000036061		Smug1
ENSMUSG00000056537	Q9WTV7	Rlim
ENSMUSG00000004789	Q9D2G2	Dlst
ENSMUSG00000024855	Q8K212	Pacs1
ENSMUSG00000004789		Dlst
ENSMUSG00000024855		Pacs1
ENSMUSG00000073130		Gm1141
ENSMUSG00000068114	Q8C7V8	Ccdc134
ENSMUSG00000034295	Q76LL6	Fhod3
ENSMUSG00000068114		Ccdc134
ENSMUSG00000094759		Gm10487
ENSMUSG00000033361		Prrg3
ENSMUSG00000079108		Srp54c
ENSMUSG00000033361	Q6PAQ9	Prrg3
ENSMUSG00000024575		Pde6a
ENSMUSG00000046449	Q5DTT1	Nexmif
ENSMUSG00000053593	Q8CEK7	Fate1
ENSMUSG00000021662		Arhgef28
ENSMUSG00000022155	Q7M6Y6	Mroh2b
ENSMUSG00000024269		Tpgs2
ENSMUSG00000024853		Sf3b2
ENSMUSG00000047658	P61315	Gal3st3
ENSMUSG00000031289	O88786	Il13ra2
ENSMUSG00000021662	P97433	Arhgef28
ENSMUSG00000009575	Q61686	Cbx5
ENSMUSG00000033871	Q8VHJ7	Ppargc1b
ENSMUSG00000038498	Q91ZR5	Catsper1
ENSMUSG00000038498		Catsper1
ENSMUSG00000009575		Cbx5
ENSMUSG00000005864	Q62398	Cnga2
ENSMUSG00000024846		Cst6
ENSMUSG00000033343		Magea4
ENSMUSG00000079105		C7
ENSMUSG00000118459		Btbd35f1
ENSMUSG00000036523	Q3UHK3	Greb1
ENSMUSG00000036523		Greb1
ENSMUSG00000041849		Card6
ENSMUSG00000006720	Q7TSH9	Zfp184
ENSMUSG00000006720		Zfp184
ENSMUSG00000041841	Q9D823	Rpl37
ENSMUSG00000016982		Pom121l2
ENSMUSG00000016982	Q5SW25	Pom121l2
ENSMUSG00000031333	Q61102	Abcb7
ENSMUSG00000021022	Q9JK24	Ppp2r3c
ENSMUSG00000094601		Gm5926
ENSMUSG00000006179	Q9QXE5	Prss16
ENSMUSG00000018830		Myh11
ENSMUSG00000006179		Prss16
ENSMUSG00000050697		Prkaa1
ENSMUSG00000050697	Q5EG47	Prkaa1
ENSMUSG00000099711		Btbd35f21
ENSMUSG00000073016	B1AVZ0	Uprt
ENSMUSG00000069302	Q8CGP6	H2ac12
ENSMUSG00000062727	Q8CGP1	H2bc12
ENSMUSG00000060639	P62806	H4c9
ENSMUSG00000031340		Gabre
ENSMUSG00000022677		Cep20
ENSMUSG00000069301	C0HKE1	H2ac11
ENSMUSG00000069301	C0HKE2	H2ac11
ENSMUSG00000069301	C0HKE3	H2ac11
ENSMUSG00000069301	C0HKE4	H2ac11
ENSMUSG00000069301	C0HKE5	H2ac11
ENSMUSG00000069301	C0HKE6	H2ac11
ENSMUSG00000069301	C0HKE7	H2ac11
ENSMUSG00000069301	C0HKE8	H2ac11
ENSMUSG00000069301	C0HKE9	H2ac11
ENSMUSG00000069300	P10853	H2bc11
ENSMUSG00000022677	Q9CZS3	Cep20
ENSMUSG00000118409	Q99N64	Btbd35f5
ENSMUSG00000019235	Q8R2S1	Rps6kl1
ENSMUSG00000069299		Vmn1r188
ENSMUSG00000019235		Rps6kl1
ENSMUSG00000101500		Btbd35f12
ENSMUSG00000099611		Vmn1r189
ENSMUSG00000043453		Magea10
ENSMUSG00000057469		E2f6
ENSMUSG00000095916		Vmn1r191
ENSMUSG00000101294		Btbd35f15
ENSMUSG00000057469	O54917	E2f6
ENSMUSG00000099787		Vmn1r192
ENSMUSG00000024268	Q7TSY6	Celf4
ENSMUSG00000046932		Vmn1r193
ENSMUSG00000022463	Q3U1N2	Srebf2
ENSMUSG00000069297		Vmn1r194
ENSMUSG00000069296		Vmn1r195
ENSMUSG00000004791		Pgf
ENSMUSG00000022463		Srebf2
ENSMUSG00000069295		Vmn1r196
ENSMUSG00000033906	Q8BGJ0	Zdhhc15
ENSMUSG00000004791	P49764	Pgf
ENSMUSG00000095934		Btbd35f13
ENSMUSG00000039903		Eva1c
ENSMUSG00000078324		Btbd35f14
ENSMUSG00000031224		Magee2
ENSMUSG00000039903	P58659	Eva1c
ENSMUSG00000096915		Btbd35f6
ENSMUSG00000024268		Celf4
ENSMUSG00000118429		Btbd35f9
ENSMUSG00000095659		Spin2g
ENSMUSG00000118438		Btbd35f8
ENSMUSG00000022972	Q8BL95	Cfap298
ENSMUSG00000022972		Cfap298
ENSMUSG00000021275		Tecpr2
ENSMUSG00000031343	P26049	Gabra3
ENSMUSG00000031343		Gabra3
ENSMUSG00000022790		Igsf11
ENSMUSG00000025081	Q99MV1	Tdrd1
ENSMUSG00000022790	P0C673	Igsf11
ENSMUSG00000004788	Q99LD9	Eif2b2
ENSMUSG00000054728	Q2M3X8	Phactr1
ENSMUSG00000004788		Eif2b2
ENSMUSG00000024844	O54962	Banf1
ENSMUSG00000054728		Phactr1
ENSMUSG00000061080		Lsamp
ENSMUSG00000024841	Q3THJ3	Eif1ad
ENSMUSG00000061080	Q8BLK3	Lsamp
ENSMUSG00000073247		Gm10486
ENSMUSG00000022369	Q8BJS8	Mtbp
ENSMUSG00000022369		Mtbp
ENSMUSG00000069294		Vmn1r197
ENSMUSG00000096883	J3QNX5	Shisa8
ENSMUSG00000096883		Shisa8
ENSMUSG00000073245		Gm14819
ENSMUSG00000095125		Vmn1r198
ENSMUSG00000047261	P06837	Gap43
ENSMUSG00000060429	Q99L88	Sntb1
ENSMUSG00000069292		Vmn1r199
ENSMUSG00000021023		Prorp
ENSMUSG00000021023	Q8JZY4	Prorp
ENSMUSG00000025082	Q70UZ7	Vwa2
ENSMUSG00000101073		Vmn1r200
ENSMUSG00000094898		Vmn1r201
ENSMUSG00000068617	Q9D3N2	Clxn
ENSMUSG00000094379		Vmn1r202
ENSMUSG00000069289		Vmn1r203
ENSMUSG00000022151	Q9D6K7	Ttc33
ENSMUSG00000094637		Vmn1r204
ENSMUSG00000100296		Vmn1r205
ENSMUSG00000022151		Ttc33
ENSMUSG00000101578		Vmn1r206
ENSMUSG00000039148	Q9Z315	Sart1
ENSMUSG00000021245		Mlh3
ENSMUSG00000033628	Q6PF93	Pik3c3
ENSMUSG00000084136		Vmn1r207
ENSMUSG00000033628		Pik3c3
ENSMUSG00000068105	Q9D8D0	Tnfrsf13c
ENSMUSG00000039148		Sart1
ENSMUSG00000068105		Tnfrsf13c
ENSMUSG00000071493		Vmn1r208
ENSMUSG00000071491		Vmn1r209
ENSMUSG00000039330		Tsga10ip
ENSMUSG00000061296		Vmn1r210
ENSMUSG00000022367	P70312	Has2
ENSMUSG00000057455	P70425	Rit2
ENSMUSG00000057455		Rit2
ENSMUSG00000024578		Il17b
ENSMUSG00000008822	P56376	Acyp1
ENSMUSG00000021368		Tbc1d7
ENSMUSG00000024578	Q9QXT6	Il17b
ENSMUSG00000008822		Acyp1
ENSMUSG00000031290		Lrch2
ENSMUSG00000024579	Q8C7K6	Pcyox1l
ENSMUSG00000024579		Pcyox1l
ENSMUSG00000031290	Q3UMG5	Lrch2
ENSMUSG00000024914		Drap1
ENSMUSG00000024580	O88396	Grpel2
ENSMUSG00000024914	Q9D6N5	Drap1
ENSMUSG00000024580		Grpel2
ENSMUSG00000021368	Q9D0K0	Tbc1d7
ENSMUSG00000047423	Q8VD62	AI837181
ENSMUSG00000033032		Afap1l1
ENSMUSG00000063998		Vmn1r211
ENSMUSG00000031226	Q9D0B6	Pbdc1
ENSMUSG00000024912	P48755	Fosl1
ENSMUSG00000024912		Fosl1
ENSMUSG00000064063		BC048507
ENSMUSG00000022973		Synj1
ENSMUSG00000095098	Q6PDY0	Ccdc85b
ENSMUSG00000071490		Vmn1r212
ENSMUSG00000095098		Ccdc85b
ENSMUSG00000046434		Hnrnpa1
ENSMUSG00000046434	P49312	Hnrnpa1
ENSMUSG00000031227	Q6PCZ4	Magee1
ENSMUSG00000051335	Q3UHD2	Gfod1
ENSMUSG00000051335		Gfod1
ENSMUSG00000033032	Q8BZI0	Afap1l1
ENSMUSG00000095872		Gm15128
ENSMUSG00000039942		Ptger4
ENSMUSG00000039942	P32240	Ptger4
ENSMUSG00000060024		Vmn1r213
ENSMUSG00000072931		Gm15080
ENSMUSG00000061829		Vmn1r214
ENSMUSG00000022674		Ube2v2
ENSMUSG00000099917		Vmn1r215
ENSMUSG00000031230	Q9ESL8	Fgf16
ENSMUSG00000115697		Vmn1r216
ENSMUSG00000116057		Vmn1r216
ENSMUSG00000115791		Vmn1r217
