Term	GO
GOBP_FORMATION_OF_TRANSLATION_PREINITIATION_COMPLEX	GO:0001731
GOBP_MORPHOGENESIS_OF_A_POLARIZED_EPITHELIUM	GO:0001738
GOBP_EYE_PHOTORECEPTOR_CELL_DIFFERENTIATION	GO:0001754
GOBP_SOMITOGENESIS	GO:0001756
GOBP_ORGAN_INDUCTION	GO:0001759
GOBP_MORPHOGENESIS_OF_A_BRANCHING_STRUCTURE	GO:0001763
GOBP_NEURON_MIGRATION	GO:0001764
GOBP_MEMBRANE_RAFT_ASSEMBLY	GO:0001765
GOBP_ESTABLISHMENT_OF_LYMPHOCYTE_POLARITY	GO:0001767
GOBP_IMMUNOLOGICAL_SYNAPSE_FORMATION	GO:0001771
GOBP_MYELOID_DENDRITIC_CELL_ACTIVATION	GO:0001773
GOBP_CELL_ACTIVATION	GO:0001775
GOBP_LEUKOCYTE_HOMEOSTASIS	GO:0001776
GOBP_T_CELL_HOMEOSTATIC_PROLIFERATION	GO:0001777
GOBP_PLASMA_MEMBRANE_REPAIR	GO:0001778
GOBP_NATURAL_KILLER_CELL_DIFFERENTIATION	GO:0001779
GOBP_NEUTROPHIL_HOMEOSTASIS	GO:0001780
GOBP_NEUTROPHIL_APOPTOTIC_PROCESS	GO:0001781
GOBP_B_CELL_HOMEOSTASIS	GO:0001782
GOBP_B_CELL_APOPTOTIC_PROCESS	GO:0001783
GOBP_NATURAL_KILLER_CELL_PROLIFERATION	GO:0001787
GOBP_TYPE_IV_HYPERSENSITIVITY	GO:0001806
GOBP_POSITIVE_REGULATION_OF_TYPE_I_HYPERSENSITIVITY	GO:0001812
GOBP_CYTOKINE_PRODUCTION	GO:0001816
GOBP_NEGATIVE_REGULATION_OF_CYTOKINE_PRODUCTION	GO:0001818
GOBP_POSITIVE_REGULATION_OF_CYTOKINE_PRODUCTION	GO:0001819
GOBP_SEROTONIN_SECRETION	GO:0001820
GOBP_MESONEPHROS_DEVELOPMENT	GO:0001823
GOBP_BLASTOCYST_DEVELOPMENT	GO:0001824
GOBP_BLASTOCYST_FORMATION	GO:0001825
GOBP_INNER_CELL_MASS_CELL_DIFFERENTIATION	GO:0001826
GOBP_TROPHECTODERMAL_CELL_DIFFERENTIATION	GO:0001829
GOBP_BLASTOCYST_GROWTH	GO:0001832
GOBP_INNER_CELL_MASS_CELL_PROLIFERATION	GO:0001833
GOBP_TROPHECTODERMAL_CELL_PROLIFERATION	GO:0001834
GOBP_RELEASE_OF_CYTOCHROME_C_FROM_MITOCHONDRIA	GO:0001836
GOBP_EPITHELIAL_TO_MESENCHYMAL_TRANSITION	GO:0001837
GOBP_NEURAL_PLATE_MORPHOGENESIS	GO:0001839
GOBP_NEURAL_PLATE_DEVELOPMENT	GO:0001840
GOBP_NEURAL_TUBE_FORMATION	GO:0001841
GOBP_NEURAL_FOLD_FORMATION	GO:0001842
GOBP_PROTEIN_INSERTION_INTO_MITOCHONDRIAL_MEMBRANE_INVOLVED_IN_APOPTOTIC_SIGNALING_PATHWAY	GO:0001844
GOBP_PHAGOLYSOSOME_ASSEMBLY	GO:0001845
GOBP_NK_T_CELL_DIFFERENTIATION	GO:0001865
GOBP_NK_T_CELL_PROLIFERATION	GO:0001866
GOBP_COMPLEMENT_ACTIVATION_LECTIN_PATHWAY	GO:0001867
GOBP_RESPONSE_TO_YEAST	GO:0001878
GOBP_RECEPTOR_RECYCLING	GO:0001881
GOBP_ENDOTHELIAL_CELL_DEVELOPMENT	GO:0001885
GOBP_ENDOTHELIAL_CELL_MORPHOGENESIS	GO:0001886
GOBP_PLACENTA_DEVELOPMENT	GO:0001890
GOBP_EMBRYONIC_PLACENTA_DEVELOPMENT	GO:0001892
GOBP_MATERNAL_PLACENTA_DEVELOPMENT	GO:0001893
GOBP_TISSUE_HOMEOSTASIS	GO:0001894
GOBP_RETINA_HOMEOSTASIS	GO:0001895
GOBP_ACTIVATION_OF_MEMBRANE_ATTACK_COMPLEX	GO:0001905
GOBP_CELL_KILLING	GO:0001906
GOBP_LEUKOCYTE_MEDIATED_CYTOTOXICITY	GO:0001909
GOBP_T_CELL_MEDIATED_CYTOTOXICITY	GO:0001913
GOBP_REGULATION_OF_T_CELL_MEDIATED_CYTOTOXICITY	GO:0001914
GOBP_NEGATIVE_REGULATION_OF_T_CELL_MEDIATED_CYTOTOXICITY	GO:0001915
GOBP_REGULATION_OF_RECEPTOR_RECYCLING	GO:0001919
GOBP_NEGATIVE_REGULATION_OF_RECEPTOR_RECYCLING	GO:0001920
GOBP_POSITIVE_REGULATION_OF_RECEPTOR_RECYCLING	GO:0001921
GOBP_B_1_B_CELL_HOMEOSTASIS	GO:0001922
GOBP_B_1_B_CELL_DIFFERENTIATION	GO:0001923
GOBP_ENDOTHELIAL_CELL_PROLIFERATION	GO:0001935
GOBP_NEGATIVE_REGULATION_OF_ENDOTHELIAL_CELL_PROLIFERATION	GO:0001937
GOBP_POSITIVE_REGULATION_OF_ENDOTHELIAL_CELL_PROLIFERATION	GO:0001938
GOBP_POSTSYNAPTIC_MEMBRANE_ORGANIZATION	GO:0001941
GOBP_VASCULATURE_DEVELOPMENT	GO:0001944
GOBP_LYMPH_VESSEL_DEVELOPMENT	GO:0001945
GOBP_REGULATION_OF_CELL_MATRIX_ADHESION	GO:0001952
GOBP_NEGATIVE_REGULATION_OF_CELL_MATRIX_ADHESION	GO:0001953
GOBP_POSITIVE_REGULATION_OF_CELL_MATRIX_ADHESION	GO:0001954
GOBP_BLOOD_VESSEL_MATURATION	GO:0001955
GOBP_POSITIVE_REGULATION_OF_NEUROTRANSMITTER_SECRETION	GO:0001956
GOBP_SYNAPTIC_TRANSMISSION_DOPAMINERGIC	GO:0001963
GOBP_STARTLE_RESPONSE	GO:0001964
GOBP_SUCKLING_BEHAVIOR	GO:0001967
GOBP_BLOOD_VESSEL_REMODELING	GO:0001974
GOBP_NERVOUS_SYSTEM_PROCESS_INVOLVED_IN_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE	GO:0001976
GOBP_RENAL_SYSTEM_PROCESS_INVOLVED_IN_REGULATION_OF_BLOOD_VOLUME	GO:0001977
GOBP_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE_BY_CAROTID_SINUS_BARORECEPTOR_FEEDBACK	GO:0001978
GOBP_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE_BY_HORMONE	GO:0001990
GOBP_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE_BY_CIRCULATORY_RENIN_ANGIOTENSIN	GO:0001991
GOBP_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE_BY_VASOPRESSIN	GO:0001992
GOBP_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE_BY_NOREPINEPHRINE_EPINEPHRINE	GO:0001993
GOBP_RENAL_RESPONSE_TO_BLOOD_FLOW_INVOLVED_IN_CIRCULATORY_RENIN_ANGIOTENSIN_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE	GO:0001999
GOBP_REGULATION_OF_ANGIOTENSIN_LEVELS_IN_BLOOD	GO:0002002
GOBP_MORPHOGENESIS_OF_AN_EPITHELIUM	GO:0002009
GOBP_MORPHOGENESIS_OF_AN_EPITHELIAL_SHEET	GO:0002011
GOBP_REGULATION_OF_BLOOD_VOLUME_BY_RENIN_ANGIOTENSIN	GO:0002016
GOBP_RESPONSE_TO_DIETARY_EXCESS	GO:0002021
GOBP_REDUCTION_OF_FOOD_INTAKE_IN_RESPONSE_TO_DIETARY_EXCESS	GO:0002023
GOBP_DIET_INDUCED_THERMOGENESIS	GO:0002024
GOBP_REGULATION_OF_THE_FORCE_OF_HEART_CONTRACTION	GO:0002026
GOBP_REGULATION_OF_HEART_RATE	GO:0002027
GOBP_REGULATION_OF_SODIUM_ION_TRANSPORT	GO:0002028
GOBP_G_PROTEIN_COUPLED_RECEPTOR_INTERNALIZATION	GO:0002031
GOBP_BRAIN_RENIN_ANGIOTENSIN_SYSTEM	GO:0002035
GOBP_REGULATION_OF_L_GLUTAMATE_IMPORT_ACROSS_PLASMA_MEMBRANE	GO:0002036
GOBP_SPROUTING_ANGIOGENESIS	GO:0002040
GOBP_CELL_MIGRATION_INVOLVED_IN_SPROUTING_ANGIOGENESIS	GO:0002042
GOBP_BLOOD_VESSEL_ENDOTHELIAL_CELL_PROLIFERATION_INVOLVED_IN_SPROUTING_ANGIOGENESIS	GO:0002043
GOBP_OSTEOBLAST_FATE_COMMITMENT	GO:0002051
GOBP_POSITIVE_REGULATION_OF_NEUROBLAST_PROLIFERATION	GO:0002052
GOBP_POSITIVE_REGULATION_OF_MESENCHYMAL_CELL_PROLIFERATION	GO:0002053
GOBP_CHONDROCYTE_DIFFERENTIATION	GO:0002062
GOBP_CHONDROCYTE_DEVELOPMENT	GO:0002063
GOBP_EPITHELIAL_CELL_DEVELOPMENT	GO:0002064
GOBP_COLUMNAR_CUBOIDAL_EPITHELIAL_CELL_DIFFERENTIATION	GO:0002065
GOBP_COLUMNAR_CUBOIDAL_EPITHELIAL_CELL_DEVELOPMENT	GO:0002066
GOBP_GLANDULAR_EPITHELIAL_CELL_DIFFERENTIATION	GO:0002067
GOBP_GLANDULAR_EPITHELIAL_CELL_DEVELOPMENT	GO:0002068
GOBP_COLUMNAR_CUBOIDAL_EPITHELIAL_CELL_MATURATION	GO:0002069
GOBP_EPITHELIAL_CELL_MATURATION	GO:0002070
GOBP_GLANDULAR_EPITHELIAL_CELL_MATURATION	GO:0002071
GOBP_OPTIC_CUP_MORPHOGENESIS_INVOLVED_IN_CAMERA_TYPE_EYE_DEVELOPMENT	GO:0002072
GOBP_OSTEOBLAST_DEVELOPMENT	GO:0002076
GOBP_REGULATION_OF_OXIDATIVE_PHOSPHORYLATION	GO:0002082
GOBP_PROTEIN_DEPALMITOYLATION	GO:0002084
GOBP_INHIBITION_OF_NEUROEPITHELIAL_CELL_DIFFERENTIATION	GO:0002085
GOBP_REGULATION_OF_RESPIRATORY_GASEOUS_EXCHANGE_BY_NERVOUS_SYSTEM_PROCESS	GO:0002087
GOBP_LENS_DEVELOPMENT_IN_CAMERA_TYPE_EYE	GO:0002088
GOBP_LENS_MORPHOGENESIS_IN_CAMERA_TYPE_EYE	GO:0002089
GOBP_REGULATION_OF_RECEPTOR_INTERNALIZATION	GO:0002090
GOBP_NEGATIVE_REGULATION_OF_RECEPTOR_INTERNALIZATION	GO:0002091
GOBP_POSITIVE_REGULATION_OF_RECEPTOR_INTERNALIZATION	GO:0002092
GOBP_AUDITORY_RECEPTOR_CELL_MORPHOGENESIS	GO:0002093
GOBP_TRNA_WOBBLE_BASE_MODIFICATION	GO:0002097
GOBP_TRNA_WOBBLE_URIDINE_MODIFICATION	GO:0002098
GOBP_STORE_OPERATED_CALCIUM_ENTRY	GO:0002115
GOBP_AGGRESSIVE_BEHAVIOR	GO:0002118
GOBP_RETINOIC_ACID_BIOSYNTHETIC_PROCESS	GO:0002138
GOBP_THYROID_HORMONE_MEDIATED_SIGNALING_PATHWAY	GO:0002154
GOBP_OSTEOCLAST_PROLIFERATION	GO:0002158
GOBP_PROTEIN_LOCALIZATION_TO_PARANODE_REGION_OF_AXON	GO:0002175
GOBP_CYTOPLASMIC_TRANSLATION	GO:0002181
GOBP_CYTOPLASMIC_TRANSLATIONAL_ELONGATION	GO:0002182
GOBP_CYTOPLASMIC_TRANSLATIONAL_INITIATION	GO:0002183
GOBP_CAP_INDEPENDENT_TRANSLATIONAL_INITIATION	GO:0002190
GOBP_CAP_DEPENDENT_TRANSLATIONAL_INITIATION	GO:0002191
GOBP_SOMATIC_DIVERSIFICATION_OF_IMMUNE_RECEPTORS	GO:0002200
GOBP_SOMATIC_DIVERSIFICATION_OF_IMMUNOGLOBULINS_INVOLVED_IN_IMMUNE_RESPONSE	GO:0002208
GOBP_ACTIVATION_OF_INNATE_IMMUNE_RESPONSE	GO:0002218
GOBP_INNATE_IMMUNE_RESPONSE_ACTIVATING_CELL_SURFACE_RECEPTOR_SIGNALING_PATHWAY	GO:0002220
GOBP_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY	GO:0002224
GOBP_INNATE_IMMUNE_RESPONSE_IN_MUCOSA	GO:0002227
GOBP_NATURAL_KILLER_CELL_MEDIATED_IMMUNITY	GO:0002228
GOBP_POSITIVE_REGULATION_OF_DEFENSE_RESPONSE_TO_VIRUS_BY_HOST	GO:0002230
GOBP_LEUKOCYTE_CHEMOTAXIS_INVOLVED_IN_INFLAMMATORY_RESPONSE	GO:0002232
GOBP_RESPONSE_TO_MOLECULE_OF_BACTERIAL_ORIGIN	GO:0002237
GOBP_RESPONSE_TO_MOLECULE_OF_FUNGAL_ORIGIN	GO:0002238
GOBP_HEMATOPOIETIC_PROGENITOR_CELL_DIFFERENTIATION	GO:0002244
GOBP_WOUND_HEALING_INVOLVED_IN_INFLAMMATORY_RESPONSE	GO:0002246
GOBP_CONNECTIVE_TISSUE_REPLACEMENT_INVOLVED_IN_INFLAMMATORY_RESPONSE_WOUND_HEALING	GO:0002248
GOBP_LYMPHOCYTE_ANERGY	GO:0002249
GOBP_ADAPTIVE_IMMUNE_RESPONSE	GO:0002250
GOBP_ORGAN_OR_TISSUE_SPECIFIC_IMMUNE_RESPONSE	GO:0002251
GOBP_IMMUNE_EFFECTOR_PROCESS	GO:0002252
GOBP_ACTIVATION_OF_IMMUNE_RESPONSE	GO:0002253
GOBP_LYMPHOCYTE_HOMEOSTASIS	GO:0002260
GOBP_MYELOID_CELL_HOMEOSTASIS	GO:0002262
GOBP_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE	GO:0002263
GOBP_LEUKOCYTE_ACTIVATION_INVOLVED_IN_INFLAMMATORY_RESPONSE	GO:0002269
GOBP_PLASMACYTOID_DENDRITIC_CELL_ACTIVATION	GO:0002270
GOBP_MYELOID_LEUKOCYTE_ACTIVATION	GO:0002274
GOBP_MYELOID_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE	GO:0002275
GOBP_MAST_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE	GO:0002279
GOBP_MACROPHAGE_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE	GO:0002281
GOBP_NEUTROPHIL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE	GO:0002283
GOBP_LYMPHOCYTE_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE	GO:0002285
GOBP_T_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE	GO:0002286
GOBP_T_CELL_ACTIVATION_VIA_T_CELL_RECEPTOR_CONTACT_WITH_ANTIGEN_BOUND_TO_MHC_MOLECULE_ON_ANTIGEN_PRESENTING_CELL	GO:0002291
GOBP_T_CELL_DIFFERENTIATION_INVOLVED_IN_IMMUNE_RESPONSE	GO:0002292
GOBP_T_HELPER_CELL_LINEAGE_COMMITMENT	GO:0002295
GOBP_T_HELPER_1_CELL_LINEAGE_COMMITMENT	GO:0002296
GOBP_T_CELL_PROLIFERATION_INVOLVED_IN_IMMUNE_RESPONSE	GO:0002309
GOBP_B_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE	GO:0002312
GOBP_MATURE_B_CELL_DIFFERENTIATION_INVOLVED_IN_IMMUNE_RESPONSE	GO:0002313
GOBP_GERMINAL_CENTER_B_CELL_DIFFERENTIATION	GO:0002314
GOBP_MARGINAL_ZONE_B_CELL_DIFFERENTIATION	GO:0002315
GOBP_PLASMA_CELL_DIFFERENTIATION	GO:0002317
GOBP_MYELOID_PROGENITOR_CELL_DIFFERENTIATION	GO:0002318
GOBP_LYMPHOID_PROGENITOR_CELL_DIFFERENTIATION	GO:0002320
GOBP_B_CELL_PROLIFERATION_INVOLVED_IN_IMMUNE_RESPONSE	GO:0002322
GOBP_NATURAL_KILLER_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE	GO:0002323
GOBP_B_CELL_LINEAGE_COMMITMENT	GO:0002326
GOBP_IMMATURE_B_CELL_DIFFERENTIATION	GO:0002327
GOBP_PRO_B_CELL_DIFFERENTIATION	GO:0002328
GOBP_PRE_B_CELL_DIFFERENTIATION	GO:0002329
GOBP_MATURE_B_CELL_DIFFERENTIATION	GO:0002335
GOBP_B_CELL_SELECTION	GO:0002339
GOBP_RESPONSE_TO_TUMOR_CELL	GO:0002347
