NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
GOCC_PRERIBOSOME	GOCC_PRERIBOSOME		92	0.44506648	2.5858634	0.0	4.4072876E-4	0.011	1533	tags=66%, list=31%, signal=94%	
GOBP_MONOSACCHARIDE_CATABOLIC_PROCESS	GOBP_MONOSACCHARIDE_CATABOLIC_PROCESS		28	0.5705369	2.5577292	0.0	5.3842214E-4	0.014	1466	tags=79%, list=30%, signal=111%	
GOBP_GLUCOSE_CATABOLIC_PROCESS	GOBP_GLUCOSE_CATABOLIC_PROCESS		17	0.6740154	2.528418	0.0	8.49604E-4	0.023	1466	tags=94%, list=30%, signal=133%	
GOBP_RRNA_METABOLIC_PROCESS	GOBP_RRNA_METABOLIC_PROCESS		189	0.3918097	2.4842737	0.0	0.0015299552	0.043	1923	tags=68%, list=39%, signal=106%	
GOBP_PYRUVATE_METABOLIC_PROCESS	GOBP_PYRUVATE_METABOLIC_PROCESS		62	0.45775667	2.4763055	0.0	0.0017840243	0.052	1647	tags=66%, list=33%, signal=98%	
GOCC_MITOCHONDRIAL_SMALL_RIBOSOMAL_SUBUNIT	GOCC_MITOCHONDRIAL_SMALL_RIBOSOMAL_SUBUNIT		28	0.55950254	2.4750125	0.0010917031	0.0017225062	0.052	2101	tags=96%, list=42%, signal=166%	
GOBP_RIBOSOMAL_LARGE_SUBUNIT_ASSEMBLY	GOBP_RIBOSOMAL_LARGE_SUBUNIT_ASSEMBLY		21	0.5965818	2.469063	0.0	0.0016971518	0.053	935	tags=71%, list=19%, signal=88%	
GOCC_ORGANELLE_INNER_MEMBRANE	GOCC_ORGANELLE_INNER_MEMBRANE		314	0.368253	2.4648697	0.0	0.00173516	0.056	1582	tags=57%, list=32%, signal=79%	
GOBP_RIBOSOMAL_SMALL_SUBUNIT_BIOGENESIS	GOBP_RIBOSOMAL_SMALL_SUBUNIT_BIOGENESIS		87	0.4241206	2.4462366	0.0	0.0021913128	0.071	1533	tags=64%, list=31%, signal=92%	
GOBP_HEXOSE_CATABOLIC_PROCESS	GOBP_HEXOSE_CATABOLIC_PROCESS		24	0.57452154	2.4246192	0.0	0.0027655612	0.092	1466	tags=79%, list=30%, signal=112%	
GOMF_ATP_DEPENDENT_PROTEIN_FOLDING_CHAPERONE	GOMF_ATP_DEPENDENT_PROTEIN_FOLDING_CHAPERONE		24	0.5718799	2.4228823	0.0	0.0027126637	0.093	1652	tags=88%, list=33%, signal=131%	
GOMF_LIGASE_ACTIVITY	GOMF_LIGASE_ACTIVITY		72	0.4323883	2.4077928	0.0	0.0031564906	0.111	1774	tags=71%, list=36%, signal=109%	
GOBP_RIBOSOME_ASSEMBLY	GOBP_RIBOSOME_ASSEMBLY		52	0.46622786	2.4048102	0.0	0.003228986	0.117	1905	tags=79%, list=38%, signal=127%	
GOBP_REGULATION_OF_NEURAL_PRECURSOR_CELL_PROLIFERATION	GOBP_REGULATION_OF_NEURAL_PRECURSOR_CELL_PROLIFERATION		30	0.51206326	2.3580608	0.0	0.0054288288	0.19	63	tags=13%, list=1%, signal=13%	
GOBP_RIBONUCLEOPROTEIN_COMPLEX_BIOGENESIS	GOBP_RIBONUCLEOPROTEIN_COMPLEX_BIOGENESIS		334	0.34535882	2.3299556	0.0	0.0068272846	0.239	1960	tags=63%, list=39%, signal=97%	
GOCC_SNO_S_RNA_CONTAINING_RIBONUCLEOPROTEIN_COMPLEX	GOCC_SNO_S_RNA_CONTAINING_RIBONUCLEOPROTEIN_COMPLEX		19	0.5881573	2.3257344	0.0	0.006800204	0.244	1129	tags=74%, list=23%, signal=95%	
GOBP_MATURATION_OF_LSU_RRNA_FROM_TRICISTRONIC_RRNA_TRANSCRIPT_SSU_RRNA_5_8S_RRNA_LSU_RRNA	GOBP_MATURATION_OF_LSU_RRNA_FROM_TRICISTRONIC_RRNA_TRANSCRIPT_SSU_RRNA_5_8S_RRNA_LSU_RRNA		16	0.6239638	2.320855	0.0	0.0069424408	0.254	1421	tags=88%, list=29%, signal=122%	
GOBP_CARBOHYDRATE_CATABOLIC_PROCESS	GOBP_CARBOHYDRATE_CATABOLIC_PROCESS		73	0.41090435	2.3163233	0.0	0.0069839815	0.259	1466	tags=55%, list=30%, signal=77%	
GOBP_GLYCOLYTIC_PROCESS_THROUGH_FRUCTOSE_6_PHOSPHATE	GOBP_GLYCOLYTIC_PROCESS_THROUGH_FRUCTOSE_6_PHOSPHATE		20	0.5726954	2.295534	0.0011600928	0.00844181	0.313	1466	tags=75%, list=30%, signal=106%	
GOMF_NAD_BINDING	GOMF_NAD_BINDING		34	0.49576017	2.2878807	0.0	0.009116456	0.341	1742	tags=76%, list=35%, signal=117%	
GOBP_SMALL_MOLECULE_CATABOLIC_PROCESS	GOBP_SMALL_MOLECULE_CATABOLIC_PROCESS		142	0.3723313	2.2807972	0.0	0.009870314	0.367	1552	tags=55%, list=31%, signal=78%	
GOMF_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_THE_ALDEHYDE_OR_OXO_GROUP_OF_DONORS_NAD_OR_NADP_AS_ACCEPTOR	GOMF_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_THE_ALDEHYDE_OR_OXO_GROUP_OF_DONORS_NAD_OR_NADP_AS_ACCEPTOR		27	0.52358335	2.2785807	0.0	0.009928585	0.377	1691	tags=81%, list=34%, signal=123%	
GOMF_STRUCTURAL_CONSTITUENT_OF_NUCLEAR_PORE	GOMF_STRUCTURAL_CONSTITUENT_OF_NUCLEAR_PORE		17	0.6007168	2.274557	0.0	0.010025548	0.384	1555	tags=88%, list=31%, signal=128%	
GOBP_PEPTIDE_BIOSYNTHETIC_PROCESS	GOBP_PEPTIDE_BIOSYNTHETIC_PROCESS		443	0.3288024	2.267168	0.0	0.010609012	0.407	2073	tags=63%, list=42%, signal=98%	
GOBP_ALPHA_AMINO_ACID_CATABOLIC_PROCESS	GOBP_ALPHA_AMINO_ACID_CATABOLIC_PROCESS		35	0.48262343	2.260106	0.0	0.011208003	0.434	807	tags=51%, list=16%, signal=61%	
GOBP_AMIDE_BIOSYNTHETIC_PROCESS	GOBP_AMIDE_BIOSYNTHETIC_PROCESS		478	0.3266362	2.2594707	0.0	0.011057299	0.436	2139	tags=64%, list=43%, signal=101%	
GOBP_ORGANIC_ACID_METABOLIC_PROCESS	GOBP_ORGANIC_ACID_METABOLIC_PROCESS		349	0.33226445	2.2573373	0.0	0.011143739	0.445	1971	tags=61%, list=40%, signal=94%	
GOBP_IMMUNE_EFFECTOR_PROCESS	GOBP_IMMUNE_EFFECTOR_PROCESS		110	0.37307882	2.245529	0.0	0.012168402	0.481	529	tags=27%, list=11%, signal=30%	
GOBP_AMINO_ACID_BIOSYNTHETIC_PROCESS	GOBP_AMINO_ACID_BIOSYNTHETIC_PROCESS		33	0.48864007	2.2304895	0.0021299254	0.013857303	0.531	2155	tags=88%, list=43%, signal=154%	
GOCC_OXIDOREDUCTASE_COMPLEX	GOCC_OXIDOREDUCTASE_COMPLEX		80	0.39379135	2.2290041	0.0	0.013741094	0.536	2159	tags=76%, list=44%, signal=133%	
GOCC_MITOCHONDRIAL_ENVELOPE	GOCC_MITOCHONDRIAL_ENVELOPE		396	0.3248519	2.2164583	0.0	0.015336299	0.575	1582	tags=52%, list=32%, signal=70%	
GOBP_CELLULAR_ALDEHYDE_METABOLIC_PROCESS	GOBP_CELLULAR_ALDEHYDE_METABOLIC_PROCESS		33	0.4820363	2.2155418	0.0010752688	0.015196893	0.578	2408	tags=94%, list=49%, signal=181%	
GOBP_ELECTRON_TRANSPORT_CHAIN	GOBP_ELECTRON_TRANSPORT_CHAIN		64	0.4018063	2.204805	0.0	0.016538667	0.612	2159	tags=75%, list=44%, signal=131%	
GOCC_BASEMENT_MEMBRANE	GOCC_BASEMENT_MEMBRANE		20	0.55909187	2.2014115	0.0	0.016805436	0.629	754	tags=45%, list=15%, signal=53%	
GOBP_GLYCOLYTIC_PROCESS	GOBP_GLYCOLYTIC_PROCESS		46	0.43455303	2.1884143	0.0	0.018520778	0.673	1466	tags=57%, list=30%, signal=79%	
GOBP_CELLULAR_RESPIRATION	GOBP_CELLULAR_RESPIRATION		124	0.35944942	2.1692739	0.0	0.021463597	0.739	1775	tags=60%, list=36%, signal=92%	
GOBP_PEPTIDE_METABOLIC_PROCESS	GOBP_PEPTIDE_METABOLIC_PROCESS		482	0.31405076	2.1679676	0.0	0.021329872	0.74	2073	tags=61%, list=42%, signal=95%	
GOBP_RNA_TEMPLATED_DNA_BIOSYNTHETIC_PROCESS	GOBP_RNA_TEMPLATED_DNA_BIOSYNTHETIC_PROCESS		41	0.43430847	2.1609192	0.0	0.022350429	0.762	1569	tags=63%, list=32%, signal=92%	
GOMF_ATP_HYDROLYSIS_ACTIVITY	GOMF_ATP_HYDROLYSIS_ACTIVITY		131	0.35002038	2.1461196	0.001003009	0.024889339	0.801	1543	tags=56%, list=31%, signal=79%	
GOMF_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_THE_ALDEHYDE_OR_OXO_GROUP_OF_DONORS	GOMF_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_THE_ALDEHYDE_OR_OXO_GROUP_OF_DONORS		29	0.47782013	2.1444132	0.0	0.024920968	0.809	1691	tags=76%, list=34%, signal=114%	
GOBP_NCRNA_PROCESSING	GOBP_NCRNA_PROCESSING		287	0.32384056	2.138043	0.0	0.026002934	0.829	1475	tags=50%, list=30%, signal=67%	
GOCC_INNER_MITOCHONDRIAL_MEMBRANE_PROTEIN_COMPLEX	GOCC_INNER_MITOCHONDRIAL_MEMBRANE_PROTEIN_COMPLEX		83	0.3752642	2.118544	0.0	0.029960858	0.873	2501	tags=82%, list=50%, signal=162%	
GOBP_OXIDATIVE_PHOSPHORYLATION	GOBP_OXIDATIVE_PHOSPHORYLATION		76	0.3804838	2.1185348	0.0	0.029506905	0.873	2155	tags=75%, list=43%, signal=131%	
GOBP_AEROBIC_ELECTRON_TRANSPORT_CHAIN	GOBP_AEROBIC_ELECTRON_TRANSPORT_CHAIN		39	0.43357557	2.1162682	0.0	0.029539993	0.874	2225	tags=85%, list=45%, signal=152%	
GOBP_NCRNA_METABOLIC_PROCESS	GOBP_NCRNA_METABOLIC_PROCESS		357	0.31325564	2.1154742	0.0	0.029345531	0.874	1923	tags=58%, list=39%, signal=87%	
GOBP_AMINO_ACID_METABOLIC_PROCESS	GOBP_AMINO_ACID_METABOLIC_PROCESS		118	0.35355768	2.1144538	0.0	0.029226823	0.877	2179	tags=70%, list=44%, signal=122%	
GOBP_GENERATION_OF_PRECURSOR_METABOLITES_AND_ENERGY	GOBP_GENERATION_OF_PRECURSOR_METABOLITES_AND_ENERGY		219	0.3267806	2.109308	0.0	0.030126782	0.888	1684	tags=53%, list=34%, signal=77%	
GOBP_AMINO_SUGAR_METABOLIC_PROCESS	GOBP_AMINO_SUGAR_METABOLIC_PROCESS		20	0.53537834	2.1053896	0.0011337869	0.030663034	0.897	1310	tags=70%, list=26%, signal=95%	
GOMF_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_CH_OH_GROUP_OF_DONORS	GOMF_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_CH_OH_GROUP_OF_DONORS		59	0.40024087	2.1034207	0.0	0.030771177	0.898	1834	tags=69%, list=37%, signal=109%	
GOBP_ALPHA_AMINO_ACID_METABOLIC_PROCESS	GOBP_ALPHA_AMINO_ACID_METABOLIC_PROCESS		85	0.36980626	2.1027534	0.0	0.030494291	0.899	2227	tags=73%, list=45%, signal=130%	
GOBP_DICARBOXYLIC_ACID_METABOLIC_PROCESS	GOBP_DICARBOXYLIC_ACID_METABOLIC_PROCESS		49	0.41461954	2.1004126	0.0	0.030718146	0.902	1764	tags=69%, list=36%, signal=107%	
GOBP_POSITIVE_REGULATION_OF_PRODUCTION_OF_MOLECULAR_MEDIATOR_OF_IMMUNE_RESPONSE	GOBP_POSITIVE_REGULATION_OF_PRODUCTION_OF_MOLECULAR_MEDIATOR_OF_IMMUNE_RESPONSE		28	0.47568536	2.0992787	0.0	0.030525964	0.903	327	tags=32%, list=7%, signal=34%	
GOMF_CARBOHYDRATE_BINDING	GOMF_CARBOHYDRATE_BINDING		66	0.3827186	2.091338	0.0010111224	0.03229903	0.922	2193	tags=73%, list=44%, signal=129%	
GOBP_AEROBIC_RESPIRATION	GOBP_AEROBIC_RESPIRATION		104	0.3560242	2.0904524	0.0	0.032054268	0.922	2106	tags=70%, list=42%, signal=119%	
GOMF_OXIDOREDUCTASE_ACTIVITY	GOMF_OXIDOREDUCTASE_ACTIVITY		268	0.3120566	2.081755	0.0	0.034142252	0.943	2091	tags=63%, list=42%, signal=103%	
GOCC_I_BAND	GOCC_I_BAND		46	0.40493843	2.074507	0.0	0.03592158	0.955	801	tags=33%, list=16%, signal=39%	
GOMF_PROTEIN_FOLDING_CHAPERONE	GOMF_PROTEIN_FOLDING_CHAPERONE		39	0.422482	2.073531	0.0	0.03565237	0.955	1528	tags=64%, list=31%, signal=92%	
GOBP_RIBOSOMAL_SMALL_SUBUNIT_ASSEMBLY	GOBP_RIBOSOMAL_SMALL_SUBUNIT_ASSEMBLY		18	0.5363084	2.0731432	0.0045610033	0.03533078	0.957	1879	tags=89%, list=38%, signal=143%	
GOBP_ORGANIC_ACID_BIOSYNTHETIC_PROCESS	GOBP_ORGANIC_ACID_BIOSYNTHETIC_PROCESS		99	0.35906252	2.067677	0.001004016	0.03643468	0.96	1971	tags=66%, list=40%, signal=107%	
GOBP_RRNA_MODIFICATION	GOBP_RRNA_MODIFICATION		19	0.52002037	2.0666776	0.0	0.03640061	0.964	1169	tags=63%, list=24%, signal=82%	
GOBP_SMALL_MOLECULE_BIOSYNTHETIC_PROCESS	GOBP_SMALL_MOLECULE_BIOSYNTHETIC_PROCESS		193	0.32710963	2.0647397	0.0	0.03644779	0.965	1979	tags=62%, list=40%, signal=99%	
GOBP_POSITIVE_REGULATION_OF_IMMUNE_EFFECTOR_PROCESS	GOBP_POSITIVE_REGULATION_OF_IMMUNE_EFFECTOR_PROCESS		53	0.40065023	2.0587354	0.0	0.038176764	0.97	399	tags=28%, list=8%, signal=30%	
GOBP_CORTICAL_ACTIN_CYTOSKELETON_ORGANIZATION	GOBP_CORTICAL_ACTIN_CYTOSKELETON_ORGANIZATION		20	0.51453406	2.057904	0.0	0.038011607	0.972	325	tags=25%, list=7%, signal=27%	
GOCC_RESPIRASOME	GOCC_RESPIRASOME		55	0.3947245	2.057586	0.0010204081	0.037663046	0.973	2106	tags=76%, list=42%, signal=131%	
GOBP_POSITIVE_REGULATION_OF_DNA_BIOSYNTHETIC_PROCESS	GOBP_POSITIVE_REGULATION_OF_DNA_BIOSYNTHETIC_PROCESS		35	0.43083057	2.0503259	0.0010729614	0.03969024	0.977	1624	tags=66%, list=33%, signal=97%	
GOMF_ATP_DEPENDENT_CHROMATIN_REMODELER_ACTIVITY	GOMF_ATP_DEPENDENT_CHROMATIN_REMODELER_ACTIVITY		19	0.5137388	2.038448	0.0034285714	0.043570366	0.985	129	tags=16%, list=3%, signal=16%	
GOBP_REGULATION_OF_IMMUNE_EFFECTOR_PROCESS	GOBP_REGULATION_OF_IMMUNE_EFFECTOR_PROCESS		69	0.3707421	2.026478	0.0	0.047299635	0.986	512	tags=29%, list=10%, signal=32%	
GOBP_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE	GOBP_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE		61	0.37551302	2.025378	0.0010235414	0.04715978	0.987	529	tags=30%, list=11%, signal=33%	
GOMF_NADP_BINDING	GOMF_NADP_BINDING		23	0.48777586	2.020899	0.0033975085	0.048548408	0.988	1971	tags=83%, list=40%, signal=136%	
GOMF_PROTEIN_TRANSPORTER_ACTIVITY	GOMF_PROTEIN_TRANSPORTER_ACTIVITY		19	0.51085025	2.0208168	0.0022547913	0.048047088	0.988	1745	tags=74%, list=35%, signal=113%	
GOBP_AMINO_ACID_CATABOLIC_PROCESS	GOBP_AMINO_ACID_CATABOLIC_PROCESS		44	0.40471008	2.0190198	0.0	0.048282187	0.989	1402	tags=57%, list=28%, signal=78%	
GOBP_ATP_SYNTHESIS_COUPLED_ELECTRON_TRANSPORT	GOBP_ATP_SYNTHESIS_COUPLED_ELECTRON_TRANSPORT		45	0.40444648	2.0180662	0.0020855058	0.048198245	0.99	2225	tags=80%, list=45%, signal=144%	
GOBP_MUSCLE_ORGAN_DEVELOPMENT	GOBP_MUSCLE_ORGAN_DEVELOPMENT		75	0.35730207	2.0152054	0.0	0.04882645	0.992	92	tags=9%, list=2%, signal=9%	
GOCC_COLLAGEN_CONTAINING_EXTRACELLULAR_MATRIX	GOCC_COLLAGEN_CONTAINING_EXTRACELLULAR_MATRIX		47	0.40415037	2.014231	0.002074689	0.048699394	0.992	1237	tags=45%, list=25%, signal=59%	
GOCC_INTERMEDIATE_FILAMENT	GOCC_INTERMEDIATE_FILAMENT		26	0.46155158	2.0105639	0.0021857924	0.0496234	0.992	720	tags=27%, list=15%, signal=31%	
GOCC_EXTERNAL_ENCAPSULATING_STRUCTURE	GOCC_EXTERNAL_ENCAPSULATING_STRUCTURE		52	0.38031116	2.007691	0.004115226	0.050412297	0.993	1237	tags=42%, list=25%, signal=56%	
GOBP_B_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE	GOBP_B_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE		27	0.45874885	2.0049949	0.0021881838	0.050983127	0.993	460	tags=37%, list=9%, signal=41%	
GOBP_SCHWANN_CELL_DIFFERENTIATION	GOBP_SCHWANN_CELL_DIFFERENTIATION		27	0.46349916	2.0035903	0.0010869565	0.05103007	0.993	325	tags=19%, list=7%, signal=20%	
GOBP_SINGLE_FERTILIZATION	GOBP_SINGLE_FERTILIZATION		31	0.44526523	2.001778	0.0021505377	0.05114157	0.993	1606	tags=68%, list=32%, signal=100%	
GOBP_MONOCARBOXYLIC_ACID_METABOLIC_PROCESS	GOBP_MONOCARBOXYLIC_ACID_METABOLIC_PROCESS		210	0.31058097	1.999929	0.0	0.051428556	0.993	1767	tags=54%, list=36%, signal=80%	
GOBP_MONOSACCHARIDE_METABOLIC_PROCESS	GOBP_MONOSACCHARIDE_METABOLIC_PROCESS		110	0.3369146	1.99921	0.0	0.051100276	0.994	1197	tags=44%, list=24%, signal=56%	
GOBP_ENERGY_DERIVATION_BY_OXIDATION_OF_ORGANIC_COMPOUNDS	GOBP_ENERGY_DERIVATION_BY_OXIDATION_OF_ORGANIC_COMPOUNDS		153	0.3224442	1.9977756	0.0	0.051272552	0.995	1669	tags=54%, list=34%, signal=78%	
GOBP_ORGANIC_ACID_CATABOLIC_PROCESS	GOBP_ORGANIC_ACID_CATABOLIC_PROCESS		100	0.34088087	1.9972948	0.0	0.05091567	0.995	1552	tags=53%, list=31%, signal=76%	
GOBP_GLUCOSE_METABOLIC_PROCESS	GOBP_GLUCOSE_METABOLIC_PROCESS		81	0.3541848	1.9938208	0.0010111224	0.05197552	0.995	1468	tags=52%, list=30%, signal=72%	
GOCC_90S_PRERIBOSOME	GOCC_90S_PRERIBOSOME		19	0.49911714	1.9937624	0.011534025	0.051529817	0.995	1533	tags=74%, list=31%, signal=106%	
GOBP_RESPONSE_TO_NUTRIENT	GOBP_RESPONSE_TO_NUTRIENT		26	0.45552465	1.9874779	0.002219756	0.05383392	0.997	536	tags=27%, list=11%, signal=30%	
GOBP_REGULATION_OF_PRODUCTION_OF_MOLECULAR_MEDIATOR_OF_IMMUNE_RESPONSE	GOBP_REGULATION_OF_PRODUCTION_OF_MOLECULAR_MEDIATOR_OF_IMMUNE_RESPONSE		36	0.4179078	1.9850636	0.0010695187	0.054261256	0.998	327	tags=28%, list=7%, signal=30%	
GOBP_SNRNA_METABOLIC_PROCESS	GOBP_SNRNA_METABOLIC_PROCESS		35	0.41835228	1.9758236	0.0031678986	0.0572949	0.999	2254	tags=80%, list=45%, signal=146%	
GOBP_MITOCHONDRION_MORPHOGENESIS	GOBP_MITOCHONDRION_MORPHOGENESIS		17	0.53412104	1.9748851	0.004602992	0.057220872	0.999	360	tags=24%, list=7%, signal=25%	
GOMF_ADP_BINDING	GOMF_ADP_BINDING		23	0.47315142	1.9741576	0.004484305	0.05697794	0.999	1466	tags=70%, list=30%, signal=98%	
GOBP_PURINE_CONTAINING_COMPOUND_SALVAGE	GOBP_PURINE_CONTAINING_COMPOUND_SALVAGE		15	0.52918655	1.9718109	0.005988024	0.057582177	1.0	2211	tags=93%, list=45%, signal=168%	
GOBP_RESPONSE_TO_INTERLEUKIN_4	GOBP_RESPONSE_TO_INTERLEUKIN_4		15	0.5450792	1.9666921	0.0047789724	0.059394855	1.0	1048	tags=67%, list=21%, signal=84%	
GOBP_SKIN_EPIDERMIS_DEVELOPMENT	GOBP_SKIN_EPIDERMIS_DEVELOPMENT		40	0.40507096	1.9656911	0.0	0.05942112	1.0	22	tags=10%, list=0%, signal=10%	
GOBP_RIBOSE_PHOSPHATE_BIOSYNTHETIC_PROCESS	GOBP_RIBOSE_PHOSPHATE_BIOSYNTHETIC_PROCESS		113	0.32516256	1.9567677	0.0	0.062912576	1.0	2265	tags=70%, list=46%, signal=126%	
GOBP_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE	GOBP_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE		20	0.48368517	1.9561611	0.0045506256	0.06272942	1.0	327	tags=30%, list=7%, signal=32%	
GOCC_POLYSOME	GOCC_POLYSOME		65	0.35643193	1.9532769	0.0	0.06353378	1.0	2407	tags=77%, list=48%, signal=147%	
GOBP_PERIPHERAL_NERVOUS_SYSTEM_DEVELOPMENT	GOBP_PERIPHERAL_NERVOUS_SYSTEM_DEVELOPMENT		30	0.42948717	1.9514521	0.0032292788	0.063996166	1.0	463	tags=20%, list=9%, signal=22%	
GOCC_POLYSOMAL_RIBOSOME	GOCC_POLYSOMAL_RIBOSOME		32	0.426749	1.9474794	0.0032467532	0.06536437	1.0	1084	tags=56%, list=22%, signal=72%	
GOBP_INTERMEDIATE_FILAMENT_BASED_PROCESS	GOBP_INTERMEDIATE_FILAMENT_BASED_PROCESS		16	0.531399	1.9410826	0.0070505287	0.06770168	1.0	864	tags=38%, list=17%, signal=45%	
