NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
GOCC_FICOLIN_1_RICH_GRANULE_LUMEN	GOCC_FICOLIN_1_RICH_GRANULE_LUMEN		83	0.3670307	1.9786333	0.0	0.1476958	0.987	1933	tags=70%, list=42%, signal=118%	
GOBP_MONOCARBOXYLIC_ACID_CATABOLIC_PROCESS	GOBP_MONOCARBOXYLIC_ACID_CATABOLIC_PROCESS		46	0.40672117	1.9705353	0.0020703934	0.15255992	0.992	1929	tags=74%, list=42%, signal=125%	
GOMF_RRNA_BINDING	GOMF_RRNA_BINDING		49	0.4129743	1.9662201	0.0020597323	0.1524768	0.992	1579	tags=65%, list=34%, signal=98%	
GOBP_NUCLEOSIDE_MONOPHOSPHATE_BIOSYNTHETIC_PROCESS	GOBP_NUCLEOSIDE_MONOPHOSPHATE_BIOSYNTHETIC_PROCESS		26	0.47239056	1.9610066	0.0021528525	0.15465802	0.993	1965	tags=85%, list=42%, signal=146%	
GOBP_CELLULAR_LIPID_CATABOLIC_PROCESS	GOBP_CELLULAR_LIPID_CATABOLIC_PROCESS		60	0.3841932	1.9523159	0.0010141988	0.16179442	0.994	1937	tags=70%, list=42%, signal=119%	
GOBP_RIBONUCLEOSIDE_MONOPHOSPHATE_BIOSYNTHETIC_PROCESS	GOBP_RIBONUCLEOSIDE_MONOPHOSPHATE_BIOSYNTHETIC_PROCESS		23	0.48248225	1.9416949	0.010822511	0.17163783	0.996	1965	tags=87%, list=42%, signal=150%	
GOBP_RIBOSOMAL_SMALL_SUBUNIT_ASSEMBLY	GOBP_RIBOSOMAL_SMALL_SUBUNIT_ASSEMBLY		15	0.54339486	1.9374628	0.005945303	0.17262524	0.998	979	tags=67%, list=21%, signal=84%	
GOBP_PYRIMIDINE_NUCLEOTIDE_METABOLIC_PROCESS	GOBP_PYRIMIDINE_NUCLEOTIDE_METABOLIC_PROCESS		23	0.4822526	1.930461	0.004439512	0.17806676	0.999	2005	tags=83%, list=43%, signal=145%	
GOMF_ATP_DEPENDENT_PROTEIN_FOLDING_CHAPERONE	GOMF_ATP_DEPENDENT_PROTEIN_FOLDING_CHAPERONE		26	0.45418593	1.9264109	0.00550055	0.17914447	0.999	1419	tags=69%, list=31%, signal=99%	
GOBP_TRNA_METHYLATION	GOBP_TRNA_METHYLATION		17	0.5274481	1.9263775	0.009345794	0.17471223	0.999	12	tags=12%, list=0%, signal=12%	
GOBP_MRNA_MODIFICATION	GOBP_MRNA_MODIFICATION		20	0.49461585	1.9241116	0.005605381	0.17311618	1.0	672	tags=40%, list=14%, signal=47%	
GOCC_SMALL_RIBOSOMAL_SUBUNIT	GOCC_SMALL_RIBOSOMAL_SUBUNIT		65	0.3673276	1.9230642	0.0020283975	0.17038123	1.0	2388	tags=83%, list=51%, signal=169%	
GOMF_NUCLEOSOMAL_DNA_BINDING	GOMF_NUCLEOSOMAL_DNA_BINDING		31	0.4382528	1.9181813	0.0031746032	0.17332196	1.0	1066	tags=55%, list=23%, signal=71%	
GOCC_PROTEASOME_CORE_COMPLEX	GOCC_PROTEASOME_CORE_COMPLEX		15	0.54208654	1.9124879	0.0035128805	0.17760034	1.0	1919	tags=93%, list=41%, signal=159%	
GOBP_PYRIMIDINE_CONTAINING_COMPOUND_BIOSYNTHETIC_PROCESS	GOBP_PYRIMIDINE_CONTAINING_COMPOUND_BIOSYNTHETIC_PROCESS		21	0.48807573	1.8976383	0.0068259384	0.19519214	1.0	1311	tags=62%, list=28%, signal=86%	
GOBP_CARBOHYDRATE_CATABOLIC_PROCESS	GOBP_CARBOHYDRATE_CATABOLIC_PROCESS		74	0.3596937	1.8932614	0.0020120724	0.1975456	1.0	1376	tags=54%, list=30%, signal=76%	
GOBP_PROTEIN_LOCALIZATION_TO_CHROMOSOME	GOBP_PROTEIN_LOCALIZATION_TO_CHROMOSOME		56	0.37281477	1.8930691	0.0030487804	0.19361761	1.0	1932	tags=68%, list=42%, signal=115%	
GOCC_ORGANELLAR_RIBOSOME	GOCC_ORGANELLAR_RIBOSOME		75	0.35815206	1.8896018	0.0030272452	0.1948858	1.0	2388	tags=80%, list=51%, signal=162%	
GOBP_DNA_CONFORMATION_CHANGE	GOBP_DNA_CONFORMATION_CHANGE		55	0.3734752	1.8850523	0.008163265	0.1979517	1.0	1993	tags=71%, list=43%, signal=123%	
GOBP_POSITIVE_REGULATION_OF_TELOMERE_MAINTENANCE_VIA_TELOMERE_LENGTHENING	GOBP_POSITIVE_REGULATION_OF_TELOMERE_MAINTENANCE_VIA_TELOMERE_LENGTHENING		18	0.5026062	1.878345	0.0069204154	0.20418447	1.0	1325	tags=72%, list=29%, signal=101%	
GOBP_POSITIVE_REGULATION_OF_CHROMOSOME_ORGANIZATION	GOBP_POSITIVE_REGULATION_OF_CHROMOSOME_ORGANIZATION		58	0.3660689	1.8765789	0.0020491802	0.20270304	1.0	1373	tags=52%, list=30%, signal=73%	
GOBP_RIBONUCLEOSIDE_MONOPHOSPHATE_METABOLIC_PROCESS	GOBP_RIBONUCLEOSIDE_MONOPHOSPHATE_METABOLIC_PROCESS		35	0.40838972	1.8736362	0.0084566595	0.20360814	1.0	2471	tags=91%, list=53%, signal=194%	
GOBP_HOMOLOGOUS_RECOMBINATION	GOBP_HOMOLOGOUS_RECOMBINATION		18	0.49676165	1.862763	0.006993007	0.21796444	1.0	1507	tags=72%, list=32%, signal=107%	
GOBP_HYDROGEN_PEROXIDE_METABOLIC_PROCESS	GOBP_HYDROGEN_PEROXIDE_METABOLIC_PROCESS		16	0.5141194	1.8608003	0.010416667	0.21733762	1.0	1713	tags=81%, list=37%, signal=128%	
GOBP_PYRIMIDINE_RIBONUCLEOTIDE_METABOLIC_PROCESS	GOBP_PYRIMIDINE_RIBONUCLEOTIDE_METABOLIC_PROCESS		16	0.51998717	1.8601161	0.00913242	0.21459751	1.0	2005	tags=88%, list=43%, signal=154%	
GOCC_MITOCHONDRIAL_PROTEIN_CONTAINING_COMPLEX	GOCC_MITOCHONDRIAL_PROTEIN_CONTAINING_COMPLEX		217	0.3095037	1.8586893	0.0	0.21321033	1.0	2414	tags=73%, list=52%, signal=146%	
GOBP_AMINO_ACID_CATABOLIC_PROCESS	GOBP_AMINO_ACID_CATABOLIC_PROCESS		47	0.3827278	1.8537666	0.006147541	0.21680284	1.0	1943	tags=72%, list=42%, signal=123%	
GOBP_ORGANIC_ACID_METABOLIC_PROCESS	GOBP_ORGANIC_ACID_METABOLIC_PROCESS		359	0.2926364	1.8537098	0.0	0.21316059	1.0	1967	tags=59%, list=42%, signal=95%	
GOCC_VESICLE_LUMEN	GOCC_VESICLE_LUMEN		140	0.31933665	1.8537096	0.001	0.2095477	1.0	1937	tags=64%, list=42%, signal=107%	
GOBP_AMINO_ACID_METABOLIC_PROCESS	GOBP_AMINO_ACID_METABOLIC_PROCESS		139	0.32434228	1.8488404	0.001001001	0.2139957	1.0	1943	tags=64%, list=42%, signal=107%	
GOCC_ENDOPLASMIC_RETICULUM_LUMEN	GOCC_ENDOPLASMIC_RETICULUM_LUMEN		77	0.34624758	1.8469167	0.003012048	0.21370101	1.0	1884	tags=66%, list=41%, signal=110%	
GOBP_NAD_METABOLIC_PROCESS	GOBP_NAD_METABOLIC_PROCESS		16	0.51312894	1.8411858	0.008111239	0.2196057	1.0	1347	tags=63%, list=29%, signal=88%	
GOBP_MITOCHONDRIAL_TRANSLATION	GOBP_MITOCHONDRIAL_TRANSLATION		102	0.33101174	1.8407525	0.0	0.21694127	1.0	2450	tags=77%, list=53%, signal=161%	
GOMF_EXONUCLEASE_ACTIVITY_ACTIVE_WITH_EITHER_RIBO_OR_DEOXYRIBONUCLEIC_ACIDS_AND_PRODUCING_5_PHOSPHOMONOESTERS	GOMF_EXONUCLEASE_ACTIVITY_ACTIVE_WITH_EITHER_RIBO_OR_DEOXYRIBONUCLEIC_ACIDS_AND_PRODUCING_5_PHOSPHOMONOESTERS		25	0.44516152	1.8391925	0.007658643	0.21618153	1.0	1492	tags=68%, list=32%, signal=100%	
GOBP_CHROMOSOME_ORGANIZATION_INVOLVED_IN_MEIOTIC_CELL_CYCLE	GOBP_CHROMOSOME_ORGANIZATION_INVOLVED_IN_MEIOTIC_CELL_CYCLE		15	0.5242238	1.8374759	0.005931198	0.2156311	1.0	496	tags=40%, list=11%, signal=45%	
GOBP_PYRIMIDINE_NUCLEOTIDE_BIOSYNTHETIC_PROCESS	GOBP_PYRIMIDINE_NUCLEOTIDE_BIOSYNTHETIC_PROCESS		20	0.47927922	1.8351864	0.014656144	0.2158807	1.0	1965	tags=80%, list=42%, signal=138%	
GOBP_ORGANOPHOSPHATE_CATABOLIC_PROCESS	GOBP_ORGANOPHOSPHATE_CATABOLIC_PROCESS		44	0.38557994	1.8332987	0.007284079	0.21565384	1.0	1953	tags=70%, list=42%, signal=121%	
GOBP_PYRIMIDINE_CONTAINING_COMPOUND_METABOLIC_PROCESS	GOBP_PYRIMIDINE_CONTAINING_COMPOUND_METABOLIC_PROCESS		32	0.41613865	1.8291526	0.008421052	0.21929671	1.0	2005	tags=75%, list=43%, signal=131%	
GOMF_SNRNA_BINDING	GOMF_SNRNA_BINDING		33	0.4112487	1.8279463	0.007470651	0.218223	1.0	1535	tags=64%, list=33%, signal=94%	
GOBP_REGULATION_OF_TELOMERE_MAINTENANCE	GOBP_REGULATION_OF_TELOMERE_MAINTENANCE		57	0.36264944	1.8265889	0.0010224949	0.21721964	1.0	1325	tags=53%, list=29%, signal=73%	
GOBP_MONOSACCHARIDE_BIOSYNTHETIC_PROCESS	GOBP_MONOSACCHARIDE_BIOSYNTHETIC_PROCESS		41	0.39260653	1.8236176	0.010330578	0.21887507	1.0	1962	tags=73%, list=42%, signal=126%	
GOBP_NUCLEOBASE_METABOLIC_PROCESS	GOBP_NUCLEOBASE_METABOLIC_PROCESS		27	0.4338386	1.8182982	0.012061403	0.2245577	1.0	1965	tags=81%, list=42%, signal=141%	
GOBP_GENERATION_OF_PRECURSOR_METABOLITES_AND_ENERGY	GOBP_GENERATION_OF_PRECURSOR_METABOLITES_AND_ENERGY		242	0.2985727	1.8141172	0.0	0.22776487	1.0	1618	tags=52%, list=35%, signal=76%	
GOBP_ALPHA_AMINO_ACID_CATABOLIC_PROCESS	GOBP_ALPHA_AMINO_ACID_CATABOLIC_PROCESS		38	0.3873541	1.8139724	0.0062761507	0.22497502	1.0	1943	tags=74%, list=42%, signal=126%	
GOMF_SINGLE_STRANDED_DNA_BINDING	GOMF_SINGLE_STRANDED_DNA_BINDING		65	0.34892187	1.8116608	0.0060913707	0.22566351	1.0	1756	tags=62%, list=38%, signal=98%	
GOBP_MITOCHONDRIAL_GENE_EXPRESSION	GOBP_MITOCHONDRIAL_GENE_EXPRESSION		117	0.31756964	1.810662	0.0	0.22434996	1.0	2450	tags=76%, list=53%, signal=157%	
GOBP_RNA_LOCALIZATION	GOBP_RNA_LOCALIZATION		141	0.3115093	1.8071754	0.001001001	0.22682995	1.0	1677	tags=56%, list=36%, signal=85%	
GOBP_CELLULAR_METABOLIC_COMPOUND_SALVAGE	GOBP_CELLULAR_METABOLIC_COMPOUND_SALVAGE		17	0.4950071	1.8000234	0.016203703	0.23568508	1.0	1635	tags=76%, list=35%, signal=118%	
GOCC_AZUROPHIL_GRANULE_LUMEN	GOCC_AZUROPHIL_GRANULE_LUMEN		45	0.3758706	1.790881	0.006204757	0.24794681	1.0	1937	tags=71%, list=42%, signal=121%	
GOBP_CELLULAR_MODIFIED_AMINO_ACID_METABOLIC_PROCESS	GOBP_CELLULAR_MODIFIED_AMINO_ACID_METABOLIC_PROCESS		39	0.38300768	1.7906066	0.008412197	0.24532133	1.0	1520	tags=59%, list=33%, signal=87%	
GOBP_PEPTIDYL_PROLINE_MODIFICATION	GOBP_PEPTIDYL_PROLINE_MODIFICATION		25	0.4286513	1.7868392	0.018418202	0.24936329	1.0	2097	tags=80%, list=45%, signal=145%	
GOBP_PYRUVATE_METABOLIC_PROCESS	GOBP_PYRUVATE_METABOLIC_PROCESS		60	0.34979472	1.7861629	0.0051229508	0.24746166	1.0	1420	tags=53%, list=31%, signal=76%	
GOCC_MLL1_2_COMPLEX	GOCC_MLL1_2_COMPLEX		19	0.4720193	1.7775216	0.016891891	0.25988197	1.0	713	tags=47%, list=15%, signal=56%	
GOBP_NUCLEOSIDE_MONOPHOSPHATE_METABOLIC_PROCESS	GOBP_NUCLEOSIDE_MONOPHOSPHATE_METABOLIC_PROCESS		41	0.37287882	1.7730293	0.017634856	0.26489288	1.0	2471	tags=85%, list=53%, signal=181%	
GOBP_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE	GOBP_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE		15	0.5058687	1.7720147	0.016646849	0.26353967	1.0	1639	tags=80%, list=35%, signal=123%	
GOBP_LIPID_OXIDATION	GOBP_LIPID_OXIDATION		39	0.38225338	1.7710962	0.013513514	0.2620559	1.0	2223	tags=79%, list=48%, signal=151%	
GOBP_TELOMERE_ORGANIZATION	GOBP_TELOMERE_ORGANIZATION		81	0.3301827	1.770307	0.0040241447	0.26052102	1.0	1422	tags=52%, list=31%, signal=73%	
GOCC_ORGANELLE_INNER_MEMBRANE	GOCC_ORGANELLE_INNER_MEMBRANE		302	0.2847541	1.7687736	0.0	0.2602936	1.0	2450	tags=71%, list=53%, signal=141%	
GOMF_LIGASE_ACTIVITY_FORMING_CARBON_NITROGEN_BONDS	GOMF_LIGASE_ACTIVITY_FORMING_CARBON_NITROGEN_BONDS		22	0.4438019	1.768047	0.014656144	0.25876182	1.0	814	tags=41%, list=18%, signal=49%	
GOBP_LIPID_CATABOLIC_PROCESS	GOBP_LIPID_CATABOLIC_PROCESS		80	0.3295026	1.7677631	0.0030241935	0.25639012	1.0	2223	tags=71%, list=48%, signal=135%	
GOBP_PEPTIDE_BIOSYNTHETIC_PROCESS	GOBP_PEPTIDE_BIOSYNTHETIC_PROCESS		452	0.27541018	1.7675412	0.0	0.25390863	1.0	1844	tags=55%, list=40%, signal=82%	
GOBP_SULFUR_COMPOUND_CATABOLIC_PROCESS	GOBP_SULFUR_COMPOUND_CATABOLIC_PROCESS		15	0.49943042	1.7675068	0.019653179	0.25118896	1.0	1661	tags=80%, list=36%, signal=124%	
GOMF_LYASE_ACTIVITY	GOMF_LYASE_ACTIVITY		73	0.33411336	1.7668637	0.006042296	0.24942353	1.0	2217	tags=73%, list=48%, signal=137%	
GOMF_ATP_HYDROLYSIS_ACTIVITY	GOMF_ATP_HYDROLYSIS_ACTIVITY		197	0.29601538	1.7664429	0.0	0.24739946	1.0	1458	tags=46%, list=31%, signal=65%	
GOBP_ICOSANOID_METABOLIC_PROCESS	GOBP_ICOSANOID_METABOLIC_PROCESS		27	0.4176552	1.7662867	0.02090209	0.24507785	1.0	1421	tags=59%, list=31%, signal=85%	
GOCC_PROTEASOME_REGULATORY_PARTICLE	GOCC_PROTEASOME_REGULATORY_PARTICLE		18	0.47215062	1.76039	0.011441648	0.2532229	1.0	1933	tags=83%, list=42%, signal=142%	
GOMF_INTRAMOLECULAR_OXIDOREDUCTASE_ACTIVITY	GOMF_INTRAMOLECULAR_OXIDOREDUCTASE_ACTIVITY		29	0.4036734	1.7584103	0.01713062	0.25412223	1.0	1865	tags=72%, list=40%, signal=120%	
GOBP_DOUBLE_STRAND_BREAK_REPAIR_VIA_NONHOMOLOGOUS_END_JOINING	GOBP_DOUBLE_STRAND_BREAK_REPAIR_VIA_NONHOMOLOGOUS_END_JOINING		31	0.39292353	1.757266	0.015991472	0.25334123	1.0	1278	tags=55%, list=28%, signal=75%	
GOBP_MITOPHAGY	GOBP_MITOPHAGY		16	0.4896372	1.7560432	0.021052632	0.2529599	1.0	308	tags=19%, list=7%, signal=20%	
GOBP_SKELETAL_SYSTEM_MORPHOGENESIS	GOBP_SKELETAL_SYSTEM_MORPHOGENESIS		35	0.38924906	1.7488828	0.009533898	0.26270613	1.0	1280	tags=54%, list=28%, signal=74%	
GOBP_PROTEIN_PEPTIDYL_PROLYL_ISOMERIZATION	GOBP_PROTEIN_PEPTIDYL_PROLYL_ISOMERIZATION		15	0.4867101	1.7457952	0.018979834	0.26566362	1.0	2029	tags=87%, list=44%, signal=154%	
GOCC_SNO_S_RNA_CONTAINING_RIBONUCLEOPROTEIN_COMPLEX	GOCC_SNO_S_RNA_CONTAINING_RIBONUCLEOPROTEIN_COMPLEX		19	0.46265227	1.7413517	0.01934016	0.27182937	1.0	1601	tags=74%, list=35%, signal=112%	
GOMF_EXOPEPTIDASE_ACTIVITY	GOMF_EXOPEPTIDASE_ACTIVITY		30	0.39875638	1.7397258	0.010638298	0.27232522	1.0	2048	tags=77%, list=44%, signal=136%	
GOBP_ALPHA_AMINO_ACID_METABOLIC_PROCESS	GOBP_ALPHA_AMINO_ACID_METABOLIC_PROCESS		87	0.31707639	1.73813	0.005015045	0.272625	1.0	1943	tags=64%, list=42%, signal=109%	
GOCC_MICROBODY_LUMEN	GOCC_MICROBODY_LUMEN		22	0.4379091	1.7354026	0.020224718	0.27523533	1.0	1752	tags=68%, list=38%, signal=109%	
GOBP_NUCLEOSIDE_METABOLIC_PROCESS	GOBP_NUCLEOSIDE_METABOLIC_PROCESS		20	0.44302937	1.7353846	0.01814059	0.27268234	1.0	1958	tags=80%, list=42%, signal=138%	
GOMF_HYDROLASE_ACTIVITY_ACTING_ON_CARBON_NITROGEN_BUT_NOT_PEPTIDE_BONDS	GOMF_HYDROLASE_ACTIVITY_ACTING_ON_CARBON_NITROGEN_BUT_NOT_PEPTIDE_BONDS		44	0.36472693	1.7300233	0.010416667	0.2805252	1.0	1965	tags=68%, list=42%, signal=117%	
GOMF_ISOMERASE_ACTIVITY	GOMF_ISOMERASE_ACTIVITY		93	0.314478	1.7298687	0.0070422534	0.27822727	1.0	1865	tags=60%, list=40%, signal=99%	
GOMF_LIGASE_ACTIVITY_FORMING_CARBON_OXYGEN_BONDS	GOMF_LIGASE_ACTIVITY_FORMING_CARBON_OXYGEN_BONDS		36	0.37352672	1.7258419	0.007438895	0.28333095	1.0	2136	tags=75%, list=46%, signal=138%	
GOBP_AMIDE_BIOSYNTHETIC_PROCESS	GOBP_AMIDE_BIOSYNTHETIC_PROCESS		492	0.26761186	1.7236164	0.0	0.28518596	1.0	1914	tags=55%, list=41%, signal=84%	
GOCC_POLYSOMAL_RIBOSOME	GOCC_POLYSOMAL_RIBOSOME		27	0.4048937	1.7208021	0.021645023	0.28805807	1.0	1869	tags=74%, list=40%, signal=123%	
GOBP_PURINE_NUCLEOSIDE_MONOPHOSPHATE_METABOLIC_PROCESS	GOBP_PURINE_NUCLEOSIDE_MONOPHOSPHATE_METABOLIC_PROCESS		29	0.39513627	1.7143269	0.01724138	0.29774076	1.0	2471	tags=90%, list=53%, signal=191%	
GOMF_NUCLEOSOME_BINDING	GOMF_NUCLEOSOME_BINDING		49	0.3465095	1.7139813	0.009211873	0.29567903	1.0	1066	tags=43%, list=23%, signal=55%	
GOMF_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_CH_OH_GROUP_OF_DONORS	GOMF_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_CH_OH_GROUP_OF_DONORS		55	0.34056187	1.7117604	0.01525941	0.2976614	1.0	1911	tags=67%, list=41%, signal=113%	
GOBP_PEPTIDE_METABOLIC_PROCESS	GOBP_PEPTIDE_METABOLIC_PROCESS		490	0.2659669	1.7114902	0.0	0.2955721	1.0	1914	tags=55%, list=41%, signal=84%	
GOBP_RNA_TEMPLATED_DNA_BIOSYNTHETIC_PROCESS	GOBP_RNA_TEMPLATED_DNA_BIOSYNTHETIC_PROCESS		38	0.3669836	1.7106525	0.015690377	0.29482624	1.0	1603	tags=61%, list=35%, signal=92%	
GOMF_PASSIVE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	GOMF_PASSIVE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY		48	0.35150543	1.7099469	0.017382413	0.29368106	1.0	1207	tags=46%, list=26%, signal=61%	
